CGDID,TTGDID,CPTID,easting__N,northing__,Investigat,Investig_1,Reference,PreDrill_D,Depth_of_T,Groundwate,Measured_D,ConeID,Known_Issu,Post_Groun,obs_class
338,338,340,1575076.341,5183828.936,CPT,,CPT-BUR-87,1.2,11.52,1,9.4,4341,,0,
25692,25692,18891,1575077.4,5184723.4,CPT,,GA_SCP_12288,1.55,16.49,1,0.89,MKJ330,,0,
17677,17677,14554,1575077.503,5184704.103,CPT,,BUR-POD03-CPT024,1.5,10,0,0,C10CFIIP.C11284,,0,
26303,27445,20155,1575080.062,5181951.465,CPT,,CPTWAI-01,0,21.51,1,1.3,C10CRIP.C10021,,0,
18801,18801,15032,1575082,5183758.994,CPT,,BUR-POD05-CPT058,0,20,0,0,C10CFIIP.E09,,0,
13738,13738,11012,1575082.517,5181768.892,CPT,,60238030-17.01 CPT01,0.2,20,0,0,C10CFIIP.C10266,,0,
13740,13740,11015,1575082.517,5181768.892,CPT,,60238030-17.01 CPT02,0,22.59,1,2.5,C10CFIIP.C10266,,0,
23331,23331,17374,1575097,5181959,CPT,,60249936-7.01 CPT01,0,20.01,0,0,C10CFIIP.C10267,,0,
47738,51121,45742,1575097.805,5181954.594,CPT,,,0,20.01,0,0,C10CFIIP.C10267,,0,
47354,39884,34665,1575098.996,5184615.998,CPT,,BUR-POD03-CPT040,0.8,4.01,0,0,C10CFIIP.C10204,,0,
245,245,247,1575099.77,5180935.507,CPT,,CPT-BRY-01,1.2,14,1,1.6,4341,,0,
335,335,337,1575100.692,5184273.273,CPT,,CPT-BUR-84,1.2,12.66,1,2,4341,,0,
45967,45015,43802,1575100.769,5183423.016,CPT,,BUR-TCR01-CPT030,0,3.02,0,0,4652,,0,
4575,4575,3433,1575105.274,5181482.731,CPT,,WAI-POD09-CPTB002,0.35,20,0,0,C10CFIIP.C10204,,0,
317,317,319,1575105.788,5183415.299,CPT,,CPT-BUR-57,1.2,32.77,1,0.7,C10CFIIP.F14,,0,
21046,21046,16574,1575109.916,5180940.455,CPT,,BRM-TC201-CPT014,0.4,10.01,0,0,C10CFIIP.C12363,,0,
21036,21036,16570,1575112.62,5181114.257,CPT,,BRM-TC201-CPT011,0,10,0,0,C10CFIIP.C10204,,0,
13821,13821,20793,1575114.317,5185920.139,CPT,,11526 - 1_359 Mairehau Road,0,15,0,0,111007T,,0,
15838,15838,20839,1575114.317,5185920.139,CPT,,11526_Unit 1/359a Mairehau Road,0,15,0,0,I-CFXYP20-10/ 111007T,,0,
23333,23333,17376,1575118,5181540,CPT,,60249936-8.01 CPT01,0,20,1,2.7,C10CFIIP.G23,,0,
884,884,886,1575118.046,5181588.365,CPT,,CPT-WAI-61,1.2,21.18,1,1,C10CFIIP.C10204,,0,
47741,51123,45744,1575127.793,5181959.593,CPT,,,0,20,0,0,C10CFIIP.C10267,,0,
324,324,326,1575130.436,5183503.255,CPT,,CPT-BUR-73,1.2,28.54,1,4.4,C10CFIIP.F14,,0,
77,77,88,1575133.48,5182981.622,CPT,,CPT-AVD-48,1.2,33.23,1,1.9,C10CFIIP.G23,,0,
11429,11429,10211,1575134.261,5182014.264,CPT,,WAI-POD08-CPT022,0,20,0,0,4341,,0,
11234,11234,10149,1575143.394,5182470.242,CPT,,WAI-POD04-CPT007,0,16.48,0,0,4215.50KN,,0,
17679,17679,14555,1575144.557,5184670.428,CPT,,BUR-POD03-CPT025,0,10.06,0,0,4341,,0,
19095,19095,20921,1575145.368,5182197.322,CPT,,219811 - CPT4,0.52,14.21,0,0,111210T,,0,
299,299,301,1575145.738,5183586.443,CPT,,CPT-BUR-38,0.8,12.53,1,2,C10CFIIP.E09,,0,
5295,5295,4143,1575147.094,5185968.12,CPT,,PRK-POD02-CPTB009,0,20,0,0,C10CFIIP.C10204,,0,
19097,19097,20922,1575154.243,5182226.045,CPT,,219811 - CPT5,0.5,14.31,0,0,111210T,,0,
16629,16629,13463,1575162.254,5184456.642,CPT,,BUR-POD03-CPT030,0,0.5,0,0,C10CFIIP.C12163,,0,
334,334,336,1575162.5,5184134.418,CPT,,CPT-BUR-83,1.2,12.9,1,1.7,C10CFIP.F35,,0,
19099,19099,20923,1575165.21,5182235.341,CPT,,219811 - CPT6,0.5,12.03,0,0,111210T,,0,
19089,19089,15418,1575166.869,5182272.367,CPT,,219811 - CPTu8,0.13,15,0,0,111210T,,0,
318,318,320,1575167.144,5183400.147,CPT,,CPT-BUR-58,1.2,32.9,1,0.5,C10CFIIP.F14,,0,
19094,19094,20920,1575170.221,5182215.924,CPT,,219811 - CPT3,0.6,12.37,0,0,111210T,,0,
23334,23334,17377,1575171,5181604,CPT,,60249936-8.01 CPT02,0,20,1,3.2,C10CFIIP.G23,,0,
4435,4435,3289,1575174.274,5184753.826,CPT,,BUR-POD03-CPT008,0.15,20,0,0,C10CFIIP.C10204,,0,
19101,19101,20924,1575179.136,5182233.85,CPT,,219811 - CPT7,0.48,17.14,0,0,111210T,,0,
897,897,899,1575179.181,5181277.79,CPT,,CPT-WAI-76,1.2,22.03,1,1.9,C10CFIIP.C10204,,0,
19103,19103,20925,1575179.318,5182184.491,CPT,,219811 - CPT8,0.33,16.91,0,0,111210T,,0,
20961,20961,16508,1575180,5184307.001,CPT,,BUR-POD04-CPT038,0,10,1,1.8,C10CFIIP.C10204,,0,
20932,20932,16488,1575181.425,5184548.616,CPT,,BUR-POD03-CPT021(b),4.4,10,1,1.3,4600,,0,
18963,18963,15246,1575182.045,5184549.256,CPT,,BUR-POD03-CPT021,4.4,10,0,0,4600,,0,
47353,39883,34664,1575183.004,5184559.002,CPT,,BUR-POD03-CPT038,0,5.12,0,0,C10CFIIP.C10204,,0,
19087,19087,15414,1575184.903,5182252.998,CPT,,219811 - CPTu7,0.13,15,0,0,111210T,,0,
23336,23336,17379,1575202,5181481,CPT,,60249936-8.01 CPT04,0,20,1,4.1,C10CFIIP.G23,,0,
78,78,89,1575208.694,5183108.692,CPT,,CPT-AVD-49,1.2,33.5,1,1.7,C10CFIIP.G23,,0,
19093,19093,20919,1575213.84,5182199.426,CPT,,219811 - CPT2,0.56,12.36,0,0,111210T,,0,
19091,19091,20918,1575214.641,5182164.877,CPT,,219811 - CPT1,0.52,12.27,0,0,111210T,,0,
8461,8461,7520,1575223.063,5181639.122,CPT,,71,0,2.993,0,0,unknown,,0,
19081,19081,20913,1575223.888,5182153.496,CPT,,219811 - CPTu1,0.38,15,0,0,111210T,,0,
5229,5229,4084,1575229.573,5183214.741,CPT,,AVD-POD05-CPTB002,0,20,0,0,C10CFIIP.C10204,,0,
45966,45014,43803,1575235.716,5183435.014,CPT,,BUR-TCR01-CPT031,0,3.12,0,0,4652,,0,
8565,8565,7625,1575235.723,5183112.641,CPT,,868,0,2.993,0,0,unknown,,0,
343,343,345,1575236.82,5184710.414,CPT,,CPT-BUR-92,1.2,29.89,1,2.8,C10CFIIP.E59,,0,
888,888,890,1575237.67,5182035.468,CPT,,CPT-WAI-66,1.2,22.27,1,2.8,C10CFIIP.C10204,,0,
887,887,889,1575240.48,5181898.518,CPT,,CPT-WAI-65,1.2,23.76,1,1.2,C10CFIIP.C10204,,0,
6551,6551,5556,1575240.819,5181902.568,CPT,,WAI-POD08-CPTB003,1.3,20,0,0,C10CFIIP.C10021,,0,
301,301,303,1575241.723,5183434.015,CPT,,CPT-BUR-40,1.2,19.53,1,2.7,C10CFIP.E30,,0,
5254,5254,4109,1575249.076,5184672.189,CPT,,BUR-POD03-CPTB006,1.2,20,0,0,C10CFIP.C10204,,0,
19082,19082,20914,1575249.825,5182182.591,CPT,,219811 - CPTu2,0.1,15,0,0,111210T,,0,
23335,23335,17378,1575250,5181542,CPT,,60249936-8.01 CPT03,0.25,20.01,1,3.3,C10CFIIP.G23,,0,
19083,19083,20915,1575252.434,5182083.881,CPT,,219811 - CPTu3,0.69,15,0,0,111210T,,0,
344,344,346,1575256.575,5184542.78,CPT,,CPT-BUR-93,1.5,11.68,1,3.8,4341,,0,
10751,10751,9681,1575259.45,5181180.034,CPT,,WAI-POD13-CPT019,0,10,0,0,4486,,0,
513,513,515,1575265.418,5185760.71,CPT,,CPT-PRK-09,1.2,33.86,1,1.2,C10CFIIP.F14,,0,
907,907,909,1575267.157,5181348.666,CPT,,CPT-WAI-86,1.2,22.57,1,1.2,C10CFIIP.C10204,,0,
66,66,77,1575280.892,5183250.928,CPT,,CPT-AVD-37,1.2,33.31,1,2,C10CFIIP.C10267,,0,
23624,23624,17496,1575282,5181756,CPT,,60276542-1.01-1.03 CPT01,0,20,1,3.2,C10CFIIIP.G23,,0,
11559,11559,10322,1575282.876,5181339.632,CPT,,WAI-POD11-CPTB002,1.5,20,0,0,C10CFIIP.C11284,,0,
8453,8453,7512,1575283.133,5181872.531,CPT,,70,0,2.993,0,0,unknown,,0,
19084,19084,20916,1575283.252,5182190.118,CPT,,219811 - CPTu4,0.52,15.01,0,0,111210T,,0,
20754,20754,16346,1575285.848,5184344.688,CPT,,BUR-POD04-CPT041,0.5,10,1,1.7,4576,,0,
5226,5226,4082,1575287.331,5183158.414,CPT,,AVD-POD04-CPTB003,0,20,0,0,C10CFIIP.C10204,,0,
20941,20941,16489,1575287.455,5184427.576,CPT,,BUR-POD03-CPT035R,0,10.05,1,1.9,C10CFIIP.C12363,,0,
1949,1949,1483,1575287.701,5183168.12,CPT,,CPT-AVD-67,1.2,33.28,1,1.6,C10CFIIP.E09,,0,
5293,5293,4141,1575295.775,5185983.217,CPT,,PRK-POD02-CPTB004,0.3,20,0,0,C10CFIIP.C10204,,0,
19085,19085,20917,1575299.935,5182171.361,CPT,,219811 - CPTu5,0.52,15,0,0,111210T,,0,
304,304,306,1575300.654,5184245.647,CPT,,CPT-BUR-43,0.8,13.3,1,2,C10CFIIP.E09,,0,
58,58,69,1575300.889,5183357.307,CPT,,CPT-AVD-25,1.2,11.22,1,1.3,4341,,0,
33673,33828,29823,1575302.31,5182001.42,CPT,,5132004,0,20,1,2.1,070210T,,0,
885,885,887,1575303.186,5181596.101,CPT,,CPT-WAI-62,1.2,23.47,1,1.8,C10CFIIP.C10204,,0,
7670,7670,6704,1575305.312,5183266.442,CPT,,AVD-POD05-CPTB001,0,20,0,0,C10CFIIP.C10204,,0,
319,319,321,1575306.948,5183420.102,CPT,,CPT-BUR-59,1.2,33.18,1,0.7,C10CFIIP.F14,,0,
79,79,90,1575308.057,5183183.055,CPT,,CPT-AVD-50,1.2,33.81,1,2,C10CFIIP.G23,,0,
327,327,329,1575314.38,5183646.703,CPT,,CPT-BUR-76,1.2,11.86,1,2,4341,,0,
19086,19086,15413,1575315.497,5182152.291,CPT,,219811 - CPTu6,0.75,15.11,0,0,111210T,,0,
6438,6438,5472,1575322.788,5185750.868,CPT,,PRK-POD02-CPTB006,1.4,20,0,0,C10CFIIP.C10021,,0,
25746,25746,18945,1575327.42,5184248.47,CPT,,GA_SCP_2748,0,20,1,1.4,4469,,0,
303,303,305,1575330.49,5183843.496,CPT,,CPT-BUR-42,0.8,12.79,1,2,C10CFIIP.E09,,0,
45,45,53,1575332.001,5183278.998,CPT,,CPT-AVD-11,0.8,17.14,1,2,71017,,0,
1991,1991,1524,1575332.7,5182430.412,CPT,,CPT-WAI-103,2.2,35.3,1,1.6,C10CFIIP.E09,,0,
34982,37280,32866,1575335.74,5182452.98,CPT,,GA_9781,0,20,1,1.7,MKJ317,,0,
45964,45012,43805,1575336.673,5183583.958,CPT,,BUR-TCR01-CPT033,0,3.26,0,0,4652,,0,
323,323,325,1575344.46,5183567.434,CPT,,CPT-BUR-72,1.2,21.5,1,2.7,C10CFIIP.E09,,0,
11070,11070,9975,1575345.933,5181292.462,CPT,,WAI-POD11-CPT029,1.5,20,0,0,C10CFIIP.C11284,,0,
27037,27665,20240,1575350.064,5183284.956,CPT,,CPT01,0,20.11,0,0,S10CFIIP.S12141,,0,
59,59,70,1575356.322,5183375.45,CPT,,CPT-AVD-26,1.2,12.1,1,1.5,4341,,0,
11048,11048,9944,1575359.395,5181773.212,CPT,,WAI-POD08-CPT024,1.5,10.2,0,0,C10CRIP.C11284,,0,
56722,50086,45114,1575363.847,5181949.623,CPT,,CPT3,0,17.91,0,0,Unknown,,0,
25754,25754,18953,1575365.38,5182292.81,CPT,,GA_SCP_16212,0,20,0,0,4644,,0,
33676,34225,29875,1575366.92,5182062.51,CPT,,5132004,0,20,0,0,070210T,,0,
34149,34977,30506,1575372,5181352,CPT,,,0,26.751,0,0,C10CFIIP.C10267,,0,
18620,18620,14919,1575378,5181365,CPT,,235559 - SKM CPT2,0,26.751,0,0,C10CFIIP.C10267,,0,
56720,50084,45112,1575378.867,5181821.071,CPT,,CPT1,0.35,17.88,0,0,Unknown,,0,
320,320,322,1575381.878,5183442.015,CPT,,CPT-BUR-60,1.2,33.84,1,0.8,C10CFIIP.F14,,0,
1510,1510,1472,1575388.978,5185946.987,CPT,,CPT-PRK-02,1,10.4,1,1.5,4341,,0,
45965,45013,43804,1575392.653,5183453.01,CPT,,BUR-TCR01-CPT032,0,3.12,0,0,4652,,0,
906,906,908,1575396.545,5181260.953,CPT,,CPT-WAI-85,1.2,1.74,1,2.1,C10CFIIP.C10267,,0,
47411,47845,44155,1575397,5184326,CPT,,CPTu04,1.3,10.07,0,0,4470,,0,
18619,18619,14917,1575400,5181383,CPT,,235559 - SKM CPT1,0,27.021,0,0,C10CIIP.C10267,,0,
57064,57282,49992,1575405.702,5181177.909,CPT,,CPT02,2,15.19827688,0,0,S15CFIIP.835,,0,
8465,8465,7524,1575406.998,5181291.264,CPT,,75,0,2.993,0,0,unknown,,0,
11055,11055,9951,1575416.824,5181314.785,CPT,,WAI-POD10-CPT005,0,10.4,0,0,4486,,0,
34148,34976,30505,1575419,5181388,CPT,,,0,27.021,0,0,C10CFIIP.C10267,,0,
22660,22660,17101,1575425.363,5184338.703,CPT,,BUR-POD04-CPT031,1.5,10,1,1.5,S15CFIIP.834,,0,
10714,10714,9641,1575430.309,5181696.254,CPT,,WAI-POD08-CPT020,1.5,10,0,0,C10CFIIP.C11284,,0,
57063,57281,49991,1575435.689,5181187.906,CPT,,CPT01,0,15.19542498,1,1,S15CFIIP.835,,0,
56721,50085,45113,1575436.055,5181874.811,CPT,,CPT2,0.6,18.95,0,0,Unknown,,0,
56723,50087,45115,1575441.157,5181938.467,CPT,,CPT4,0,20.34,0,0,Unknown,,0,
11318,11318,10176,1575442.128,5182354.225,CPT,,WAI-POD05-CPT016,0.1,19.8,0,0,42151 50KN,,0,
889,889,891,1575444.221,5182203.08,CPT,,CPT-WAI-67,1.2,37.86,1,2.4,C10CFIIP.G23,,0,
302,302,304,1575445.252,5183463.937,CPT,,CPT-BUR-41,1.2,34.12,1,1.3,C10CFIIP.F14,,0,
8467,8467,7526,1575452.657,5182226.195,CPT,,77,0,2.994,0,0,unknown,,0,
60,60,71,1575459.934,5183406.599,CPT,,CPT-AVD-27,1.2,11.28,1,2,4341,,0,
341,341,343,1575460.42,5183740.929,CPT,,CPT-BUR-90,1.2,12.28,1,2,4341,,0,
56724,50088,45116,1575468.354,5181972.106,CPT,,CPT5,0,16.87,0,0,Unknown,,0,
14092,14092,11205,1575468.546,5184292.462,CPT,,BUR-POD04-CPT032,1.5,10,0,0,C10CFIIP.C10021,,0,
80,80,91,1575472.686,5183253.791,CPT,,CPT-AVD-51,1.2,34.54,1,3.5,C10CFIIP.G23,,0,
56726,50090,45118,1575480.316,5181816.777,CPT,,CPT7,0,18.64,0,0,Unknown,,0,
67,67,78,1575481.191,5183322.524,CPT,,CPT-AVD-38,1.2,26.26,1,2.4,C10CFIIP.G23,,0,
56727,50091,45119,1575487.427,5181750.722,CPT,,CPT8,0.6,19.37,0,0,Unknown,,0,
11326,11326,10182,1575491.071,5182271.139,CPT,,WAI-POD05-CPT021,0,20.26,0,0,4215 50KN,,0,
8155,8155,7211,1575499.01,5183520.986,CPT,,810,0,0.292,0,0,unknown,,0,
512,512,514,1575500.994,5185607.889,CPT,,CPT-PRK-08,1.2,34.14,1,1.8,C10CFIIP.F14,,0,
11302,11302,10172,1575508.7,5181144.9,CPT,,51 30902 50 CPT01,0.5,0,0,0,I-CFXY-10 / 110542T,,0,
11305,11305,10173,1575508.7,5181144.9,CPT,,51 30902 50 CPT02,0,20.01,0,0,I-CFXY-10 / 110542T,,0,
16417,16417,13210,1575522.366,5183239.787,CPT,,AVD-POD07-CPT008,0,10,0,0,C10CFIIP.E09,,0,
11059,11059,9954,1575534.99,5181578.413,CPT,,WAI-POD10-CPT007,0,10.01,0,0,C10CRIP.C11284,,0,
305,305,307,1575535.091,5184224.26,CPT,,CPT-BUR-44,0.8,27.72,1,2,C10CFIIP.F56,,0,
9122,9122,8254,1575538.089,5183313.608,CPT,,AVD-POD07-CPTB003,1.5,20,0,0,C10CFIIP.E09,,0,
322,322,324,1575538.183,5183572.746,CPT,,CPT-BUR-71,1.2,21.45,1,2.9,C10CFIIP.F14,,0,
8323,8323,7380,1575540.437,5181595.347,CPT,,110,0,2.993,0,0,unknown,,0,
8466,8466,7525,1575540.437,5181595.347,CPT,,76,0,2.994,0,0,unknown,,0,
56725,50089,45117,1575548.015,5181869.888,CPT,,CPT6,0,22,0,0,Unknown,,0,
11062,11062,9960,1575549.23,5182596.341,CPT,,WAI-POD05-CPT023,1.5,10,0,0,C10CFIIP.C11284,,0,
20741,20741,16333,1575555.31,5181673.506,CPT,,WAI-TC201-CPT011,0.4,10.02,1,2,4439,,0,
47142,47787,44107,1575571.944,5182825.534,CPT,,11794_840-CPT2,0,13.85,0,0,C10CFIIP.C12359,,0,
20744,20744,16341,1575574.099,5182221.83,CPT,,WAI-TC201-CPT016,1.5,10.01,1,1.7,C10CFIIP.C12363,,0,
5001,5001,3861,1575574.737,5183184.72,CPT,,AVD-POD07-CPT001,0,20.02,0,0,4486,,0,
5231,5231,4086,1575576.986,5183181.921,CPT,,AVD-POD07-CPTB001,0.5,20.01,0,0,C10CFIIP.C10204,,0,
5303,5303,10293,1575577.596,5185840.317,CPT,,PRK-POD03-CPTB007,0.3,20,0,0,C10CFIIP.C10204,,0,
332,332,334,1575585.486,5183996.63,CPT,,CPT-BUR-81,1.2,22.48,1,5.3,C10CFIIP.F14,,0,
11440,11440,10214,1575587.66,5181526.475,CPT,,WAI-POD10-CPT008,0.14,20,0,0,4341,,0,
340,340,342,1575592.322,5184058.096,CPT,,CPT-BUR-89,1.2,12.42,1,9.5,4341,,0,
32707,33908,29836,1575594.389,5182025.413,CPT,,10962-CPT-01,0.3,37.21,0,0,C10CFIIP.C10021,,0,
33680,33829,29824,1575595.31,5181817.54,CPT,,5132004,0,20,0,0,070210T,,0,
10907,10907,9819,1575599.322,5185588.576,CPT,,PRK-POD02-CPT321,0,10,0,0,4486,,0,
886,886,888,1575605.469,5181503.268,CPT,,CPT-WAI-63,1.2,39.04,1,3,C10CFIIP.C10266,,0,
331,331,333,1575624.815,5184243.294,CPT,,CPT-BUR-80,1.2,20.99,1,2.8,C10CFIIP.F14,,0,
86,86,97,1575628.164,5183243.491,CPT,,CPT-AVD-57,1.2,21.29,1,2,C10CFIIP.C10204,,0,
511,511,513,1575631.112,5185816.639,CPT,,CPT-PRK-07,1.2,24.13,1,0.9,C10CFIP.E30,,0,
9862,9862,8996,1575632.44,5182019.161,CPT,,WAI-POD07-CPT004,0.4,20,0,0,4473,,0,
908,908,910,1575633.141,5181718.592,CPT,,CPT-WAI-87,1.2,22.58,1,1.1,C10CFIIP.C10204,,0,
14963,14963,11905,1575634.862,5185940.468,CPT,,WQP-POD11-CPT063,0.3,10,0,0,C10CFIIP.C10204,,0,
17598,17598,14480,1575635.326,5182157.237,CPT,,WAI-TC201-CPT017,0,10.17,0,0,4447,,0,
8306,8306,7363,1575636.274,5182660.428,CPT,,80,0,2.993,0,0,unknown,,0,
1985,1985,1518,1575639.595,5181693.71,CPT,,CPT-WAI-96,1.2,37.15,1,1.6,C10CFIIP.E09,,0,
36864,39022,34019,1575645.324,5183277.59,CPT,,CPT1 - 4 Thorness Street,0,20.21,0,0,MKJ290,,0,
11240,11240,10156,1575651.252,5182506.939,CPT,,WAI-POD05-CPT015,0.5,20.06,0,0,4215 50KN,,0,
10606,10606,38895,1575651.723,5182421.883,CPT,,WAI-POD05-CPT017,0,20.02,0,0,4483,,0,
879,879,881,1575655.135,5182654.696,CPT,,CPT-WAI-44,1.2,35.72,1,1.4,C10CFIIP.C10267,,0,
61,61,72,1575655.289,5183463.582,CPT,,CPT-AVD-30,1.2,14.04,1,2.9,4341,,0,
4405,4405,3279,1575657.142,5183305.304,CPT,,AVD-POD05-CPTB003,0.5,20,0,0,C10CFIIP.C10204,,0,
19525,19525,15679,1575657.614,5181446.429,CPT,,ARA-TC201-CPT033,1.5,10,0,0,C10CFIIP.C11284,,0,
81,81,92,1575658.348,5183099.437,CPT,,CPT-AVD-52,1.2,21.06,1,0.7,C10CFIIP.C10204,,0,
37820,39885,35516,1575662.005,5185704.001,CPT,,PRK-TC201-CPT010,0.5,10.02,0,0,C10CFIIP.C10204,,0,
19722,19722,15821,1575666.1,5183197.876,CPT,,AVD-POD07-CPT012,0.2,10.02,0,0,4341,,0,
8092,8092,7148,1575667.703,5185690.737,CPT,,450,0,2.993,0,0,unknown,,0,
1986,1986,1519,1575670.588,5181490.791,CPT,,CPT-WAI-97,1.2,39.14,1,3.7,C10CFIIP.E09,,0,
55850,40639,35789,1575672.563,5182502.391,CPT,,CPT04,0,14.68,1,1.14,4652,,0,
4407,4407,3281,1575676.943,5183320.049,CPT,,AVD-POD06-CPT012,0,20.01,0,0,C10CFIIP.C10204,,0,
6408,6408,5422,1575684.172,5182810.92,CPT,,AVD-POD08-CPT002,0,20.34,0,0,S15CFIIP.S12116,,0,
11329,11329,10185,1575688.846,5182107.478,CPT,,WAI-POD06-CPT010,0,20.02,0,0,4341,,0,
890,890,892,1575695.38,5181930.135,CPT,,CPT-WAI-69,1.2,24.38,1,2.4,C10CFIIP.G23,,0,
85,85,96,1575705.846,5183354.4,CPT,,CPT-AVD-56,1.2,20.34,1,2,C10CFIIP.C10204,,0,
11236,11236,10153,1575708.161,5182470.241,CPT,,WAI-POD05-CPT014,0,20.01,0,0,C10CFIIP.C12137,,0,
15315,15315,12262,1575713.011,5182776.894,CPT,,AVD-POD08-CPT012,0.5,10,0,0,C10CFIIP.C10021,,0,
6,6,14,1575720.291,5181370.62,CPT,,CPT-ARN-06,1.2,11.6,1,1.6,4341,,0,
5230,5230,4085,1575725.766,5183246.958,CPT,,AVD-POD06-CPTB001,0,20,0,0,C10CFIIP.C10204,,0,
11327,11327,10183,1575726.64,5182575.523,CPT,,WAI-POD05-CPT022,0,19.28,0,0,4215 50KN,,0,
8315,8315,7372,1575731.854,5181873.241,CPT,,102,0,2.993,0,0,unknown,,0,
83,83,94,1575735.913,5183249.456,CPT,,CPT-AVD-54,1.2,20.67,1,2,C10CFIIP.C10204,,0,
8104,8104,7160,1575736.579,5185516.706,CPT,,493,0,2.993,0,0,unknown,,0,
15671,15671,17103,1575737.072,5184165.547,CPT,,BUR-TCR01-CPT010,0.4,10,1,2,4486,,0,
1950,1950,1484,1575742.524,5182993.199,CPT,,CPT-AVD-68,1.2,35.76,1,1.6,C10CFIIP.E09,,0,
82,82,93,1575743.704,5183138.194,CPT,,CPT-AVD-53,1.2,13,1,1.4,C10CFIIP.C10204,,0,
11332,11332,10186,1575749.198,5181867.664,CPT,,WAI-POD07-CPT005,0,20.02,0,0,4341,,0,
895,895,897,1575755.184,5182121.962,CPT,,CPT-WAI-74,1.2,22.75,1,0.7,C10CFIIP.C10204,,0,
15097,15097,12053,1575763,5181161,CPT,,"Nga Hau e Wha National Marae, 250 Pages Rd, North Linwood CPT 01",0,16.3,0,0,4486,,0,
307,307,309,1575767.467,5183825.181,CPT,,CPT-BUR-46,0.8,24.36,1,1.3,C10CFIIP.F56,,0,
21359,21359,16815,1575767.83,5185926.996,CPT,,WQP-POD09-CPT312,0,10,1,3.1,4341,,0,
22516,22516,17086,1575770.501,5182638.579,CPT,,WAI-TC201-CPT054,1.5,10.01,1,1,S15CFIIP.834,,0,
19524,19524,15678,1575771.932,5181314.084,CPT,,ARA-TC201-CPT032,1.5,10,0,0,C10CFIIP.C11284,,0,
10616,10616,9495,1575772.985,5182003.311,CPT,,WAI-POD07-CPT014,0.4,10,0,0,4486,,0,
56882,34505,49609,1575773,5181867,CPT,,CPT-ARA-02A,0.55,20.02,1,2.85,3430,,0,
50744,51824,46135,1575773,5181867,CPT,,GA_9292,0.55,20.02,1,2.85,3430,,0,
880,880,882,1575773.274,5182497.376,CPT,,CPT-WAI-45,1.2,36.09,1,1.3,C10CFIIP.C10267,,0,
329,329,331,1575774.254,5183853.41,CPT,,CPT-BUR-78,1.2,25.84,1,0.8,C10CFIIP.F14,,0,
17670,17670,39144,1575775.799,5182212.318,CPT,,WAI-TC201-CPT068,0,10.04,0,0,4447,,0,
306,306,308,1575777.239,5184023.373,CPT,,CPT-BUR-45,0.8,26.2,1,1.3,C10CFIP.E30,,0,
15104,15104,12059,1575778,5181146,CPT,,"Nga Hau e Wha National Marae, 250 Pages Rd, North Linwood CPT 05",0,25.86,0,0,4486,,0,
330,330,332,1575778.779,5184023.163,CPT,,CPT-BUR-79,1.2,20.77,1,4.5,C10CFIIP.F14,,0,
15100,15100,12055,1575780,5181178,CPT,,"Nga Hau e Wha National Marae, 250 Pages Rd, North Linwood CPT 02",0,24.34,0,0,4486,,0,
881,881,883,1575782.336,5182326.399,CPT,,CPT-WAI-47,1.2,37.34,1,2.9,C10CFIIP.C10267,,0,
321,321,323,1575784.225,5183593.473,CPT,,CPT-BUR-70,1.2,21.23,1,3.8,C10CFIIP.F14,,0,
56881,34504,49608,1575790,5181845,CPT,,CPT-ARA--01A,0,20.04,1,2.77,3430,,0,
50743,51823,46134,1575790,5181845,CPT,,GA_10072,0,20.04,1,2.77,3430,,0,
15106,15106,12062,1575792,5181130,CPT,,"Nga Hau e Wha National Marae, 250 Pages Rd, North Linwood CPT 06",0,30.5,0,0,4486,,0,
17023,17023,13886,1575792.592,5181406.178,CPT,,ARA-TC201-CPT003,0,10,0,0,4473,,0,
20820,20820,16396,1575792.76,5185954.825,CPT,,WQP-POD12-CPT079,0.4,10,1,2.2,4439,,0,
20959,20959,16505,1575793.691,5181818.315,CPT,,WAI-TC201-CPT066,1.5,10.01,1,3.3,C10CFIIP.C12363,,0,
20746,20746,39009,1575799.635,5182381.652,CPT,,WAI-TC201-CPT018,0,10.06,1,1.7,4447,,0,
8468,8468,7527,1575803.021,5182078.762,CPT,,78,0,2.982,0,0,unknown,,0,
15098,15098,12054,1575813,5181144,CPT,,"Nga Hau e Wha National Marae, 250 Pages Rd, North Linwood CPT 04",0,24.38,0,0,4486,,0,
19038,19038,15363,1575816.004,5183060.424,CPT,,AVD-POD07-CPT013,0.1,10,0,0,4341,,0,
20960,20960,16506,1575819.799,5182315.968,CPT,,WAI-TC201-CPT064,0,10.1,1,3,C10CFIIP.C10204,,0,
11036,11036,9928,1575821.944,5182045.325,CPT,,WAI-POD07-CPT010,0,10,0,0,C10CRIP.C11284,,0,
19515,19515,15669,1575826.057,5181440.115,CPT,,ARA-TC201-CPT004,0.5,10,0,0,C10CFIIP.C11284,,0,
23213,23213,17268,1575826.262,5182956.535,CPT,,AVD-TC201-CPT001,1.5,10,1,2.9,S15CFIIP.834,,0,
7742,7742,6806,1575829.293,5182845.059,CPT,,88,0,2.993,0,0,unknown,,0,
1946,1946,1528,1575830.485,5183195.121,CPT,,CPT-AVD-64,1.2,35.73,1,4,C10CFIIP.E09,,0,
19523,19523,15677,1575832.04,5181245.813,CPT,,ARA-TC201-CPT031,1.5,10.01,0,0,C10CFIIP.C11284,,0,
