CGDID,TTGDID,CPTID,easting__N,northing__,Investigat,Investig_1,Reference,PreDrill_D,Depth_of_T,Groundwate,Measured_D,ConeID,Known_Issu,Post_Groun,obs_class
36060,39427,34187,1570418,5181007,CPT,,CPT 1,0,22.68,1,1.6,1701-2525,,0,0
13110,13110,10835,1570431.9,5181833.1,CPT,,,0,9.33,0,0,C10CFIIP.G23,,0,0
37673,40363,35245,1570444,5180949,CPT,,238388,0,10.2,1,1.05,4473,,0,0
37674,40364,35246,1570465,5180951,CPT,,238388,0,10.96,1,1.05,4473,,0,0
45901,45085,43632,1570468.193,5180963.458,CPT,,33249-CPT03,0,19.98,1,1,1701-2500,,0,0
9215,9215,8411,1570470,5181240,CPT,,906/2,0,9.07,1,1.86,C10CFIIP.C10267,,0,0
9217,9217,8417,1570480,5181211,CPT,,906/3,0,9.33,1,1.8,C10CFIIP.C10267,,0,0
46061,45514,43706,1570496.886,5181920.372,CPT,,11794_820-CPT1,0,8.09,0,0,C10CFIIP.C13050,,0,0
47499,48264,44265,1570513,5181934,CPT,,33354,0,20.166,1,0.8,1701-2500,,0,0
23281,23281,17350,1570515,5181644,CPT,,69 Caledonian Road CPT02,0.1,9.0901,1,1.4,C10.CFIIP.G31.,,0,0
24309,24309,17869,1570526,5181645,CPT,,69 Caledonian Road CPT01,0,9.2701,1,1.7,C10CFIIP.G31,,0,0
30113,31174,28365,1570535.023,5181052.023,CPT,,"(13168) 28 Gracefield Ave, CPT03",0,10.42,0,0,C10CFIIP.c12359,,0,0
48692,49600,44948,1570537.388,5183708.956,CPT,,11860-164_CPT1,0,6.21,0,0,S10CFIIP.S12316,,0,0
30110,31220,28403,1570548.118,5181052.724,CPT,,"(13168) 28 Gracefield Ave, CPT01",0,10.5,0,0,C10CFIIP.C12359,,0,0
48693,49601,44949,1570551.243,5183702.02,CPT,,11860-164_CPT2,0,6.4101,0,0,S10CFIIP.S12316,,0,0
48694,49602,44950,1570551.875,5183687.029,CPT,,11860-164_CPT3,0,7.3501,0,0,S10CFIIP.S12316,,0,0
37439,40069,34802,1570597.984,5181812.864,CPT,,11794_177-CPT2,0,8.5301,0,0,S15CFIIP.S12303,,0,0
37440,40070,34803,1570599.882,5181804.098,CPT,,11794_177-CPT1,0,19.21,0,0,S15CFIIP.S12303,,0,0
37442,40072,34805,1570613.671,5181811.266,CPT,,11794_177-CPT3,0,8.49,0,0,S15CFIIP.S12303,,0,0
37441,40071,43583,1570614.181,5181805.716,CPT,,11794_177-CPT4,0,8.59,0,0,S15CFIIP.S12303,,0,0
34341,34950,30490,1570645.549,5181303.97,CPT,,CPT02,0,8.97,0,0,71017,,0,0
34340,34949,30489,1570645.917,5181330.737,CPT,,CPT01,0,8.64,0,0,71017,,0,0
27056,27056,19807,1570651.317,5181556.214,CPT,,CPT1,0,15.02,0,0,4439,,0,0
23405,23405,17422,1570655,5180907,CPT,,60265497-2.24 CPT01,0.25,20,1,1.27,C10CFIIP.C10267,,0,0
23406,23406,17423,1570689,5180912,CPT,,60265497-2.24 CPT02,0.21,20,1,1.17,C10CFIIP.C10267,,0,0
47897,48861,44599,1570713,5181026.9,CPT,,CPTu02,0,12.92,0,0,4475,,0,0
49024,50075,45111,1570729.116,5183662.814,CPT,,4258-CPT02,0,6.44,0,0,13400,,0,0
47896,48860,44598,1570729.3,5181046.4,CPT,,CPTu01,0,11.89,0,0,4475,,0,0
47898,48862,44600,1570750,5181019.1,CPT,,CPTu03,0,13.26,0,0,4475,,0,0
55926,56281,49294,1570782.219,5180874.064,CPT,,CPTA,0.5,13.7,0,0,MKJ365,,0,0
12170,12170,20741,1570788,5181225,CPT,,10933_02,0,17.3,0,0,100992T,,0,0
12168,12168,20740,1570788,5181251,CPT,,10933_01,0,18.02,0,0,100992T,,0,0
12171,12171,20742,1570789,5181196,CPT,,10933_03,0,16.78,0,0,100992T,,0,0
34144,34974,30876,1570790,5181222,CPT,,,0,17.3,0,0,CPTu002,,0,0
34145,34975,30504,1570791,5181193,CPT,,,0,16.78,0,0,CPTu002,,0,0
34143,34973,30875,1570791,5181250,CPT,,,0,18.02,0,0,CPTu002,,0,0
23176,23176,17251,1570795.534,5183764.723,CPT,,CPT03,0,8.26,0,0,4418,,0,0
29882,30917,28229,1570810.754,5183536.449,CPT,,CPT1,0,15.2,0,0,4435,,0,0
23174,23174,17249,1570812.547,5183775.347,CPT,,CPT01,0,8.36,0,0,4418,,0,0
23177,23177,17252,1570814.452,5183746.147,CPT,,CPT04,0,20.44,0,0,4418,,0,0
29883,30918,28230,1570831.798,5183549.312,CPT,,CPT2,0,15.08,0,0,4435,,0,0
23175,23175,17250,1570831.813,5183751.22,CPT,,CPT02,0,9.56,0,0,4418,,0,0
35569,38281,33405,1570836.037,5181304.021,CPT,,CPT1 - 195 Bealey Avenue,0,20.2,0,0,TKJ354,,0,0
23182,23182,17257,1570836.275,5183710.147,CPT,,CPT08,0,6.5,0,0,4418,,0,0
35571,38282,33406,1570839.203,5181338.019,CPT,,CPT2 - 195 Bealey Avenue,0,16,0,0,C10CFIIP.C12359,,0,0
23180,23180,17254,1570840.961,5183729.602,CPT,,CPT06,0,6.96,0,0,4418,,0,0
23181,23181,17255,1570851.4,5183690.11,CPT,,CPT07,0,7.72,0,0,4418,,0,0
23178,23178,17253,1570862.909,5183702.155,CPT,,CPT05,0,6.64,0,0,4418,,0,0
48675,49603,44951,1570947.252,5183285.821,CPT,,11860-185_CPT1,0,20.15,0,0,C10CFIIP.C13050,,0,0
48857,49631,44975,1570957.167,5183292.305,CPT,,11860-185_CPT2,0,20.2,0,0,C10CFIIP.C13050,,0,0
48858,49632,44976,1570967.839,5183292.129,CPT,,11860-185_CPT3,0,20.2,0,0,C10CFIIP.C10267,,0,0
10217,10217,9293,1570970,5181372,CPT,,366/2,0.15,21.29,1,1.38,C10CFIIP.C10267,,0,0
38626,41959,36600,1571046.55,5183129.987,CPT,,CPT1 - 88 Francis Avenue,0,20.2,1,1.6,MKJ290,,0,0
12287,12287,20764,1571049.047,5183785.186,CPT,,"11281 - 424 Innes Road, Christchurch",0,15,1,1.1,I-CFXYP20-10/ 120523T,,0,0
19562,19562,16974,1571198.594,5183583.667,CPT,,"(1345) 26 Patrick Street, CPT01",1,23.78,0,0,4553,,0,0
19563,19563,16981,1571213.188,5183577.87,CPT,,"(13045) 26 Patrick Street, CPT02",1,16.54,0,0,4553,,0,0
49599,48936,44677,1571331.048,5181152.886,CPT,,CCC-POD02-CPT057,0,6.46,0,0,4592,,0,0
8203,8203,7259,1571362.826,5183752.906,CPT,,552,0,2.993,0,0,unknown,,0,0
7432,7432,6433,1571373.218,5181668.77,CPT,,STA-POD18-CPT003,0,4.22,0,0,4215 50KN,,0,0
720,720,722,1571401.048,5181995.764,CPT,,CPT-STA-02,1.2,24.25,1,1.5,C10CFIIP.F56,,0,0
49219,50244,45220,1571406,5181604,CPT,,65395,0,15.093,1,0.4,CP15-CF75PB7SN2,,0,0
49218,50243,45219,1571430,5181606,CPT,,65395,0,19.924,1,0.5,CP15-CF75PB7SN2,,0,0
49220,50245,45221,1571430,5181606,CPT,,65395,0,19.924,1,0.5,CP15-CF75PB7SN2,,0,0
40396,42731,37427,1571674.037,5183820.121,CPT,,CPT1 - 335 Hills Road,0,20,1,0.5,MKJ286,,0,0
29012,25217,18543,1571762.067,5183932.746,CPT,,CPT01,0,15.3,1,0.89,4520,,0,0
29013,25218,18546,1571788.057,5183902.758,CPT,,CPT02,0,15.3,1,0.55,4520,,0,0
20165,20165,21026,1571789.664,5183589.279,CPT,,"11658 - 305 Hills Road, Christchurch",0,12.69,0,0,I-CFXYP20-10/ 071017T,,0,0
20164,20164,21025,1571817.054,5183589.68,CPT,,"11658 - 305 Hills Road, Christchurch",0,8.56,0,0,I-CFXYP20-10/ 071017T,,0,0
28998,25197,18522,1571885.028,5183556.894,CPT,,CPT01,0,15.74,1,0.47,4520,,0,0
28996,25194,18518,1571901.023,5183498.917,CPT,,CPT05,0,15.3,1,0.89,4520,,0,0
56968,57134,49797,1571906.64,5183594.31,CPT,,CPT15130-1,0,20.25253777,0,0,S15CFIIP.840,,0,0
56970,57135,49798,1571908.64,5183599.31,CPT,,CPT15130-2,0,20.24125404,0,0,S15CFIIP.840,,0,0
28995,25193,18515,1571929.011,5183566.891,CPT,,CPT02,0,15.3,1,0.84,4592,,0,0
29000,25199,18524,1571946.006,5183499.917,CPT,,CPT04,0,15.3,1,0.85,4520,,0,0
28994,25192,18514,1571967.996,5183566.892,CPT,,CPT03,0,15.32,1,0,4592,,0,0
28999,25198,18523,1571970.993,5183610.875,CPT,,CPT01,0,15.32,1,1.2,4520,,0,0
28997,25196,18521,1572030.971,5183567.893,CPT,,CPT02,0,15.36,1,0.51,4520,,0,0
29001,25200,18525,1572085.94,5183984.733,CPT,,CPT01,0,6.16,1,1.27,4592,,0,0
29002,25202,18528,1572107.93,5184012.723,CPT,,CPT02,0,7.82,1,1.65,4592,,0,0
29003,25204,18529,1572150.913,5184038.714,CPT,,CPT03,0,4.92,1,1.75,4592,,0,0
29004,25207,18532,1572175.902,5184082.698,CPT,,CPT04,0,7.64,1,1.81,4592,,0,0
29005,25210,18535,1572239.877,5184081.699,CPT,,CPT05,0,8.26,1,1.24,4592,,0,0
29006,25211,18536,1572270.866,5184036.717,CPT,,CPT06,0,6.6,1,1.25,4592,,0,0
56324,16367,49164,1572295.94,5180909.931,CPT,,CPT03,0,26.06,0,0,4576,,0,0
12252,12252,20757,1572387.717,5184225.447,CPT,,"11218 - 4a Palm Drive, Christchurch",0,10.01,0,0,I-CFXYP20-10/ 120523T,,0,0
12253,12253,20758,1572388.616,5184231.945,CPT,,"11218 - 4a Palm Drive, Christchurch",0,8,0,0,I-CFXYP20-10/ 120523T,,0,0
12260,12260,20760,1572398.113,5184227.346,CPT,,"11218 - 4a Palm Drive, Christchurch",0,8.73,0,0,I-CFXYP20-10/ 120523T,,0,0
12256,12256,20759,1572402.711,5184236.043,CPT,,"11218 - 4a Palm Drive, Christchurch",0.5,8.73,0,0,I-CFXYP20-10/ 120523T,,0,0
21603,21603,16897,1573268.28,5183069.405,CPT,,SHY-TC201-CPT027,0,10.1,1,1,C10CFIIP.C10268,,0,0
21607,21607,16899,1573298.119,5183013.767,CPT,,SHY-TC201-CPT028,0,0.67,1,1,C10CFIIP.C10204,,0,0
48356,49266,44825,1573553.102,5182691.958,CPT,,11860-270_CPT3,0,0.86,0,0,C10CFIIP.G31,,0,0
48327,49274,44833,1573562.043,5182700.212,CPT,,11860-270_CPT1,0,7.3501,0,0,C10CFIIP.C13050,,0,0
48328,49275,44834,1573563.543,5182688.556,CPT,,11860-270_CPT2,0,20.22,0,0,C10CFIIP.C13050,,0,0
21063,21063,16602,1573616.445,5182565.589,CPT,,DAL-TC201-CPT033,0.2,10.01,1,1.1,C10CFIIP.C12363,,0,0
48360,49264,44823,1573753.502,5181115.245,CPT,,11860-267_CPT2,0,20.3,0,0,C10CFIIP.C12137,,0,0
48359,49263,44822,1573762.456,5181119.389,CPT,,11860-267_CPT1,0,20.3,0,0,C10CFIIP.C12137,,0,0
48361,49265,44824,1573765.804,5181110.628,CPT,,11860-267_CPT3,0,20.3,0,0,C10CFIIP.C12137,,0,0
6424,6424,5453,1573781.538,5182663.625,CPT,,DAL-POD05-CPT003,0,20.5,0,0,S15CFIIP.S12116,,0,0
36221,40753,35541,1573801.3,5182652.29,CPT,,,0,20.17,1,1.7,S10CFIIP.S12316,,0,0
17553,17553,14432,1573824.234,5181394.413,CPT,,AVS-TC201-CPT008,0,10,0,0,4439,,0,0
20337,20337,16152,1573830.776,5181235.236,CPT,,AVS-TC201-CPT005,0,9.3101,1,2,C10CFIIP.C10268,,0,0
34798,37096,32775,1573862.66,5182306.67,CPT,,GA_18363,0,20,1,1.2,4644,,0,0
34797,37095,32774,1573890.19,5182316.32,CPT,,GA_18823,0,20,1,1.24,4644,,0,0
8564,8564,7624,1574004.282,5184370.424,CPT,,867,0,2.994,0,0,unknown,,0,0
38627,41960,36601,1574062.992,5181040.369,CPT,,CPT1 - 8 Hartnell Place,0,20,0,0,MKJ325,,0,0
38628,41961,36602,1574082.932,5181045.777,CPT,,CPT2 - 8 Hartnell Place,0,20.1,0,0,MKJ325,,0,0
20392,20392,16205,1574084.644,5180894.177,CPT,,AVS-TC201-CPT032,0,10,1,2.5,C10CFIIP.C10204,,0,0
32181,33093,29681,1574085.553,5185537.763,CPT,,"12926 - 215 Mairehau Road, Christchurch",0.5,15,0,0,111007T,,0,0
54623,54228,47980,1574101.38,5180960.44,CPT,,14423-CPT01,0,20.17339729,0,0,s15cfiip.840,,0,0
32183,33094,29682,1574102.81,5185548.009,CPT,,"12926 - 215 Mairehau Road, Christchurch",0,10.46,0,0,111007T,,0,0
8194,8194,7250,1574113.32,5185362.74,CPT,,502,0,2.993,0,0,unknown,,0,0
20338,20338,16153,1574174.797,5181321.041,CPT,,AVS-TC201-CPT013,0,10,1,1.7,4439,,0,0
40394,42729,37425,1574183.866,5184058.556,CPT,,CPT1 - 19 Utah Place,0,20,0,0,MKJ331,,0,0
34549,37740,33172,1574186.821,5183815.235,CPT,,11860-266_CPT1,0,20.17,0,0,C10CFIIP.C13080,,0,0
34551,37742,33174,1574191.709,5183826.582,CPT,,11860-266_CPT3,0,20.29,0,0,C10CFIIP.C13080,,0,0
34548,37739,33171,1574202.515,5183833.731,CPT,,11860-266_CPT3,0,16.71,0,0,C10CFIIP.C13080,,0,0
54602,54308,48019,1574205.111,5183961.787,CPT,,12448-020,0,17.1903,0,0,C10CFIIP.C12137,,0,0
34547,37738,33170,1574206.175,5183849.183,CPT,,11860-266_CPT5,0,20.08,0,0,C10CFIIP.C13080,,0,0
34550,37741,33173,1574208.478,5183838.863,CPT,,11860-266_CPT4,0,20.15,0,0,C10CFIIP.C13080,,0,0
30356,31184,28371,1574216,5180955,CPT,,"(13177) 61 Kerrs Road, CPT01",0,20.11,0,0,C10CFIIP.G31,,0,0
31627,32641,29350,1574216,5180955,CPT,,"(13177) 61 Kerrs Road, CPT1",0,20.11,0,0,C10CFIIP.G31,,0,0
28826,29543,27600,1574216.827,5184342.217,CPT,,"12646 - 14A Wichita Place, Christchurch",0,15,1,2.3,111007T,,0,0
54601,54307,48018,1574218.271,5183982.253,CPT,,12448-020,0,15.24025,0,0,C10CFIIP.C12137,,0,0
20344,20344,16158,1574230.713,5181031.396,CPT,,AVS-TC201-CPT017,0,10,1,3.4,4600,,0,0
36942,39558,34394,1574250.208,5184998.152,CPT,,CPT1 - 32 Greenhaven Drive,0,19.48,0,0,MKJ290,,0,0
4661,4661,3523,1574253.403,5184919.065,CPT,,BUR-POD02-CPT007,0,14.07,0,0,C10CFIIP.G31,,0,0
17554,17554,14433,1574262.842,5180951.819,CPT,,AVS-TC201-CPT029,0,10,0,0,4439,,0,0
20719,20719,16290,1574263.539,5181043.143,CPT,,AVS-TC201-CPT030,0,10.3,0,0,C10CFIIP.C12163,,0,0
15992,15992,39073,1574263.611,5183826.001,CPT,,BUR-POD06-CPT005,0,20.1,0,0,4356,,0,0
37796,40928,35853,1574269.652,5184882.613,CPT,,CPT1 - 24 Greenhaven Drive,0,19.36,0,0,MKJ290,,0,0
26393,26393,21466,1574270.508,5184954.916,CPT,,65080 - CPT1,0,25.16,0,0,1701-2500,,0,0
44330,43691,42838,1574270.88,5185216.57,CPT,,GA_7726,0,20,1,1.82,4469,,0,0
20727,20727,16300,1574270.925,5181482.44,CPT,,WAI-TC201-CPT069,2.63,10,1,2,4486,,0,0
8193,8193,7249,1574273.065,5184912.018,CPT,,501,0,2.993,0,0,unknown,,0,0
27713,29845,27736,1574276.187,5185182.943,CPT,,CPT2,0,15.04,0,0,4435,,0,0
15993,15993,39074,1574276.337,5183806.199,CPT,,BUR-POD06-CPT013,0,4.78,0,0,4447,,0,0
44331,43692,42839,1574281.07,5185215.83,CPT,,GA_6133,0,20,1,1.9,4469,,0,0
40514,42827,37529,1574285.329,5184927.652,CPT,,CPT1 - 9 Newhaven Street,0,18.93,0,0,MKJ331,,0,0
27691,30114,27869,1574287.181,5184971.972,CPT,,CPT1,0,15.04,0,0,4439,,0,0
35224,37611,33066,1574289,5185102,CPT,,,20,20.031,1,2,1701-2525,,0,0
44332,43693,42840,1574291.27,5185213.43,CPT,,GA_6072,0,23.42,1,2.51,4469,,0,0
44034,43453,42655,1574294.924,5181337.902,CPT,,CPT1 - 9 WAINONI ROAD,0,20.01,0,0,MKJ325,,0,0
27692,30112,27868,1574297.825,5184958.686,CPT,,CPT2,0,15.08,0,0,4439,,0,0
27712,29846,27737,1574297.93,5185185.47,CPT,,CPT1,0,15.08,0,0,4435,,0,0
40515,42828,37530,1574299.236,5184906.826,CPT,,CPT2 - 9 Newhaven Street,0,20,0,0,MKJ331,,0,0
37793,40927,35852,1574300.181,5183833.439,CPT,,CPT1 - 14a Carlsen Street,0,20.26,0,0,TKJ354,,0,0
44418,43779,42926,1574300.24,5184974.76,CPT,,GA_17195,0.55,20.02,1,1.91,4644,,0,0
44486,43846,42992,1574302,5185039,CPT,,GA_6594,0,20,1,2.3,4216,,0,0
50636,51716,46027,1574304.91,5185542.91,CPT,,GA_20353,0,20.04,1,1,4633,,0,0
35988,39235,34034,1574305.65,5183784.482,CPT,,"13102 - 28B Lake Terrace Rd, Christchurch",0.1,15,0,0,100992T,,0,0
24394,24394,21338,1574306.853,5185156.961,CPT,,65060 - CPT1,0,25.3,0,0,1701-2525,,0,0
44485,43845,42991,1574310,5185040,CPT,,GA_5217,0,18.42,1,3,4216,,0,0
44417,43778,42925,1574310.14,5184962.59,CPT,,GA_10557,0,19.16,1,2.15,4644,,0,0
17695,17695,14619,1574311.15,5183501.429,CPT,,BUR-POD06-CPT022,0,10.11,0,0,C10CFIIP.C10268,,0,0
37791,40926,35851,1574312.094,5185033.594,CPT,,CPT1 - 201 Burwood Road,0,19.45,0,0,MKJ290,,0,0
44035,43454,42656,1574312.286,5181320.31,CPT,,CPT2 - 9 WAINONI ROAD,0,20.05,0,0,MKJ325,,0,0
35849,38427,33479,1574321.632,5185013.418,CPT,,11860-337_CPT3,0,20.25,0,0,C10CFIIP.C13050,,0,0
48851,49827,45063,1574325.358,5183591.758,CPT,,CPT 1 - 17 de Bloge Place,0,17.39,0,0,MKJ354,,0,0
35848,38426,33478,1574328.394,5185021.44,CPT,,11860-337_CPT2,0,20.08,0,0,C10CFIIP.C13050,,0,0
44484,43844,42990,1574333,5185045,CPT,,GA_6208,0,20,1,3.5,4216,,0,0
35819,38417,33469,1574337.009,5184967.498,CPT,,11860-329_CPT3,0,15.13,0,0,C10CFIIP.C13050,,0,0
35847,38425,33477,1574337.464,5185017.921,CPT,,11860-337_CPT1,0,20.31,0,0,C10CFIIP.C13050,,0,0
35820,38418,33470,1574338.469,5184987.605,CPT,,11860-329_CPT1,0,20.26,0,0,C10CFIIP.C13050,,0,0
35818,38416,33468,1574347.509,5184970.759,CPT,,11860-329_CPT2,0,19.66,0,0,C10CFIIP.C13050,,0,0
24225,24225,17842,1574364.352,5185309.924,CPT,,BUR-TC201-CPT002,0,10.02,0,0,4520,,0,0
11176,11176,10087,1574370.154,5181516.399,CPT,,WAI-POD16-CPT014,0,10,0,0,C10CFIIP.C11284,,0,0
47626,48542,44366,1574371.69,5185501.049,CPT,,CPT1 - 248 Mairehau Road,0,21.11,0,0,MKJ354,,0,0
20734,20734,16318,1574372.841,5181237.449,CPT,,WAI-TC201-CPT004,0,10.3,1,2.7,C10CFIIP.C12163,,0,0
8189,8189,7245,1574389.619,5184932.612,CPT,,497,0,2.993,0,0,unknown,,0,0
20763,20763,16354,1574392.738,5184931.942,CPT,,BUR-TC201-CPT011,0,10,1,2,4439,,0,0
5222,5222,4078,1574416.127,5181486.562,CPT,,WAI-POD16-CPT007,0.1,16.5,0,0,I-CFXYP20-10/ 100992T,,0,0
38461,41678,36308,1574418,5183668,CPT,,6a Lake Terrace Road,0,18.67,0,0,C10CFIIP.C12359,,0,0
40594,42988,38647,1574421.728,5184441.953,CPT,,12202-006_CPT3,0,16.23028,0,0,C10CFIIP.C14007,,0,0
11705,11705,20716,1574431.015,5184297.061,CPT,,MWH/Mainzeal 103 Burwood Road,0.2,15,0,0,I-CFXYP20-10/ 120523T,,0,0
40595,42989,38648,1574437.332,5184442.346,CPT,,12202-006_CPT2,0,16.04027,0,0,C10CFIIP.C14007,,0,0
142,142,151,1574438.14,5181064.369,CPT,,CPT-AVS-59,1.2,25.61,1,2.2,C10CFIIP.C10266,,0,0
54735,54560,48193,1574439.009,5184446.602,CPT,,12202-006,0,16.04027,0,0,C10CFIIP.C14007,,0,0
18943,18943,15206,1574439.249,5181063.279,CPT,,AVS-TC201-CPT031,0,10,0,0,4600,,0,0
17047,17047,13915,1574442.617,5185023.268,CPT,,BUR-TC201-CPT028,0,10.1,0,0,C10CFIIP.C10268,,0,0
35435,37954,33308,1574443.182,5183859.86,CPT,,CPT1 - 32 Burwood Road,0,20.21,0,0,MKJ290,,0,0
40596,42990,38649,1574451.75,5184435.626,CPT,,12202-006_CPT1,0,15.98027,0,0,C10CFIIP.C14007,,0,0
54734,54585,48218,1574452.004,5184438.606,CPT,,12202-006,0,15.98027,0,0,C10CFIIP.C14007,,0,0
20755,20755,16349,1574456.19,5184568.375,CPT,,BUR-TC201-CPT001,0,10.3,1,2.9,C10CFIIP.C12163,,0,0
17039,17039,13906,1574463.454,5184739.958,CPT,,BUR-TC201-CPT010,0,10,0,0,4439,,0,0
35436,37955,33309,1574471.703,5183843.421,CPT,,CPT2 - 32 Burwood Road,0,15.07,1,1.6,C10CFIIP.G31,,0,0
54679,54579,48212,1574543.958,5184952.407,CPT,,12448-082,0,18.06,0,0,C10CFIIP.C12137,,0,0
20764,20764,16355,1574551.544,5184006.836,CPT,,BUR-TC201-CPT013,0.2,10.01,1,2,C10CFIIP.C12363,,0,0
34481,37523,33028,1574552.817,5183965.782,CPT,,CPT1  - 35 Loughton Street,0,14.46,0,0,MK301,,0,0
54758,54603,48220,1574554,5184921,CPT,,12202-013,0,16.92,0,0,C10CFIIP.C12359,,0,0
34482,37524,33029,1574558.261,5183979.797,CPT,,CPT2 - 35 Loughton Street,0,25.2,0,0,C10CFIIP.C10267,,0,0
54759,54604,48221,1574562,5184933,CPT,,12202-013,0,14.64,0,0,C10CFIIP.C12359,,0,0
54757,54602,48219,1574575.946,5184939.413,CPT,,12202-013,0,14.53024,0,0,C10CFIIP.C13050,,0,0
37058,39639,34433,1574577.37,5185021.274,CPT,,CPT1 - 73 Chartwell Street,0,20.21,0,0,TKJ354,,0,0
20757,20757,16353,1574583.696,5184794.889,CPT,,BUR-TC201-CPT009,0,10,1,3.9,4576,,0,0
32131,32906,29597,1574611.782,5184944.995,CPT,,11860-88_CPT2,0,20.3,0,0,C10CFIIP.C12163,,0,0
23242,23242,17321,1574614.221,5184437.509,CPT,,BUR-TC201-CPT018,0,10.02,0,0,4447,,0,0
32130,32905,29596,1574625.709,5184939.939,CPT,,11860-88_CPT3,0,20.3,0,0,C10CFIIP.C12163,,0,0
21679,21679,16917,1574686.728,5184127.242,CPT,,BUR-POD05-CPT016,0,17.24,1,2.4,C10CFIIP.C12163,,0,0
17041,17041,13908,1574695.971,5183808.347,CPT,,BUR-TC201-CPT012,0,10,0,0,4439,,0,0
14096,14096,11208,1574703.772,5183609.545,CPT,,BUR-POD05-CPT055,0,10,0,0,C10CFIIP.C10021,,0,0
39899,42170,36779,1574714.317,5184040.357,CPT,,11794_733-CPT3,0,20.1,0,0,S15CFIIP.S12303,,0,0
39898,42169,36778,1574715.028,5184023.367,CPT,,11794_733-CPT1,0,20.11,0,0,S15CFIIP.S12303,,0,0
35643,38301,33422,1574719.473,5183614.796,CPT,,CPT1 - 309 new Brighton Road,0,20.21,0,0,TKJ354,,0,0
39903,42174,36783,1574726.221,5184035.182,CPT,,11794_733-CPT2,0,19.53,0,0,S15CFIIP.S12303,,0,0
21004,21004,16529,1574777.19,5184246.947,CPT,,BUR-TC201-CPT030,0,10.3,1,2.7,C10CFIIP.C12163,,0,0
17172,17172,14075,1574799.064,5184381.739,CPT,,47 Parnwell St - CPT1,0,16,0,0,MK300,,0,0
19716,19716,38988,1574801.809,5184335.493,CPT,,BUR-TC201-CPT023,0,10.12,0,0,4483 2013,,0,0
49306,50158,45390,1574802.538,5184512.025,CPT,,11794_753-CPT1,0,14.12,0,0,C10CFIIP.C12163,,0,0
49322,50435,45391,1574818.053,5184514.526,CPT,,11794_753-CPT3,0,17.78,0,0,C10CFIIP.C12163,,0,0
27580,29495,27575,1574840.552,5184141.228,CPT,,CPT1 - 20 Parnwell Street,0,20.3,0,0,MK332,,0,0
25621,25621,18821,1574843.73,5183678.12,CPT,,GA_SCP_17060,0,20,1,2.73,4633,,0,0
17849,17849,14721,1574846.605,5183675.082,CPT,,BUR-POD05-CPT005,0,20.4,0,0,S15CFIIP.S12116,,0,0
15364,15364,12317,1574860.069,5183686.428,CPT,,BUR-POD05-CPT004,0,20.3,0,0,S15CFIIP.S12116,,0,0
25634,25634,18834,1574870.64,5183682.55,CPT,,GA_SCP_15419,0,20,1,2.56,4633,,0,0
38117,41156,35914,1574881.482,5183811.2,CPT,,CPT1 - 28 Bassett Street,0,20.21,0,0,TKJ354,,0,0
21600,21600,16895,1574886.207,5184234.344,CPT,,BUR-POD04-CPT028,0,10.1,1,2.5,C10CFIIP.C12163,,0,0
25641,25641,18841,1574891.02,5184563.63,CPT,,GA_SCP_15384,0,20,1,0.74,4633,,0,0
25642,25642,18842,1574896,5184544.48,CPT,,GA_SCP_13219,0.94,20,1,1.18,3430,,0,0
37561,40441,35261,1574898.894,5184583.685,CPT,,CPT2 - 2 Quantock Place,0,17.87,1,1,C10CFIIP.D88,,0,0
50681,51761,46072,1574910.11,5184236.42,CPT,,GA_20529,0,18.9,1,1.88,MKJ329,,0,0
37560,40440,35260,1574919.14,5184575.209,CPT,,CPT1 - 2 Quantock Place,0,20.21,1,1,TKJ354,,0,0
25646,25646,18846,1574922.36,5184531.79,CPT,,GA_SCP_9323,1.85,20,1,0.1,4633,,0,0
50678,51758,46069,1574927.06,5184541.43,CPT,,GA_19792,0,20,1,1.07,4633,,0,0
33499,32890,29581,1574948.201,5184522.786,CPT,,11860-047_CPT4,0,1.07,0,0,C10CFIIP.C10266,,0,0
33498,32889,29580,1574950.426,5184511.577,CPT,,11860-047_CPT3,0,0.89,0,0,C10CFIIP.C10266,,0,0
33496,32887,29578,1574962.111,5184522.171,CPT,,11860-047_CPT1,0,8.1501,0,0,C10CFIIP.C10266,,0,0
33497,32888,29579,1574963.045,5184510.069,CPT,,11860-047_CPT2,0,17.53,0,0,C10CFIIP.C10266,,0,0
25704,25704,18903,1575137.8,5184500.96,CPT,,GA_SCP_15454,2.07,20.02,1,1.1,4633,,0,0
49560,50432,45387,1575180.072,5184463.895,CPT,,12202-039_CPT1,0,10.04,0,0,C10CFIIP.C12163,,0,0
49561,50433,45388,1575192.448,5184462.608,CPT,,12202-039_CPT2,0,11.01,0,0,C10CFIIP.C12163,,0,0
49562,50434,45389,1575198.305,5184452.856,CPT,,12202-039_CPT3,0,1.5,0,0,C10CFIIP.C12163,,0,0
25847,25847,19045,1575696.2,5182862.3,CPT,,GA_SCP_14499,0,18.87,1,3.75,MKJ311,,0,0
25849,25849,19047,1575706.4,5182842,CPT,,GA_SCP_11237,0,20,1,4,MKJ317,,0,0
24516,27354,20097,1575707.677,5182867.672,CPT,,CPT_3669-2,0,20,0,0,4439,,0,0
24515,27353,20096,1575728.898,5182856.199,CPT,,CPT_3669-1,0,20,0,0,4439,,0,0
