1,1.95,4.81,0.038,0.009
1,1.96,4.62,0.038,0.009
1,1.97,4.62,0.037,0.009
1,1.98,4.55,0.037,0.01
1,1.99,4.51,0.036,0.009
1,2,4.49,0.035,0.009
1,2.01,4.49,0.035,0.009
1,2.02,4.51,0.034,0.009
1,2.03,4.54,0.034,0.009
1,2.04,4.56,0.034,0.009
1,2.05,4.64,0.033,0.01
1,2.06,4.72,0.032,0.01
1,2.07,4.78,0.032,0.01
1,2.08,4.88,0.032,0.01
1,2.09,4.96,0.032,0.01
1,2.1,5.04,0.032,0.01
1,2.11,5.11,0.032,0.011
1,2.12,5.14,0.033,0.01
1,2.13,5.13,0.033,0.011
1,2.14,5.13,0.033,0.011
1,2.15,5.14,0.033,0.011
1,2.16,5.14,0.033,0.011
1,2.17,5.17,0.034,0.011
1,2.18,5.23,0.034,0.011
1,2.19,5.3,0.034,0.012
1,2.2,5.36,0.034,0.011
1,2.21,5.37,0.034,0.011
1,2.22,5.39,0.034,0.011
1,2.23,5.47,0.035,0.011
1,2.24,5.55,0.036,0.012
1,2.25,5.63,0.034,0.012
1,2.26,5.69,0.033,0.012
1,2.27,5.72,0.028,0.012
1,2.28,5.76,0.027,0.012
1,2.29,5.75,0.027,0.012
1,2.3,5.74,0.027,0.012
1,2.31,5.74,0.028,0.012
1,2.32,5.74,0.029,0.013
1,2.33,5.75,0.031,0.013
1,2.34,5.82,0.032,0.013
1,2.35,5.94,0.033,0.015
1,2.36,5.9,0.034,0.016
1,2.37,5.94,0.035,0.014
1,2.38,5.98,0.037,0.014
1,2.39,6.22,0.039,0.013
1,2.4,6.49,0.04,0.013
1,2.41,6.76,0.042,0.013
1,2.42,7.04,0.043,0.013
1,2.43,7.22,0.045,0.013
1,2.44,7.35,0.047,0.013
1,2.45,7.49,0.049,0.014
1,2.46,7.67,0.051,0.014
1,2.47,7.84,0.054,0.014
1,2.48,8.05,0.056,0.014
1,2.49,8.3,0.058,0.014
1,2.5,8.55,0.059,0.014
1,2.51,8.74,0.061,0.014
1,2.52,8.9,0.064,0.014
1,2.53,8.98,0.066,0.014
1,2.54,9.08,0.069,0.014
1,2.55,9.18,0.071,0.014
1,2.56,9.3,0.073,0.014
1,2.57,9.5,0.076,0.014
1,2.58,9.72,0.079,0.014
1,2.59,9.97,0.082,0.014
1,2.6,10.48,0.082,0.014
1,2.61,10.48,0.082,0.015
1,2.62,10.74,0.085,0.014
1,2.63,10.98,0.085,0.015
1,2.64,11.54,0.085,0.016
1,2.65,11.81,0.085,0.015
1,2.66,12.03,0.085,0.015
1,2.67,12.25,0.084,0.014
1,2.68,12.42,0.084,0.013
1,2.69,12.51,0.084,0.011
1,2.7,12.49,0.083,0.009
1,2.71,12.41,0.082,0.008
1,2.72,12.16,0.082,0.007
1,2.73,11.99,0.081,0.007
1,2.74,11.74,0.079,0.007
1,2.75,11.49,0.076,0.007
1,2.76,11.3,0.071,0.007
1,2.77,11.28,0.068,0.007
1,2.78,11.28,0.064,0.007
1,2.79,11.28,0.061,0.007
1,2.8,11.33,0.058,0.007
1,2.81,11.28,0.056,0.007
1,2.82,11.07,0.056,0.007
1,2.83,10.76,0.056,0.008
1,2.84,10.52,0.056,0.009
1,2.85,10.44,0.056,0.01
1,2.86,10.4,0.057,0.012
1,2.87,10.43,0.058,0.013
1,2.88,10.47,0.059,0.014
1,2.89,10.54,0.059,0.015
1,2.9,10.65,0.06,0.015
1,2.91,10.81,0.061,0.015
1,2.92,10.9,0.064,0.015
1,2.93,10.95,0.068,0.016
1,2.94,10.91,0.068,0.017
1,2.95,10.86,0.071,0.017
1,2.96,10.78,0.072,0.017
1,2.97,10.68,0.074,0.017
1,2.98,10.52,0.076,0.017
1,2.99,10.25,0.077,0.018
1,3,10.25,0.077,0.018
1,3.01,10.25,0.077,0.017
1,3.02,10.26,0.077,0.017
1,3.03,10.32,0.077,0.017
1,3.04,10.46,0.078,0.017
1,3.05,10.58,0.079,0.017
1,3.06,10.61,0.079,0.017
1,3.07,10.44,0.08,0.017
1,3.08,10.31,0.081,0.017
1,3.09,10.16,0.081,0.017
1,3.1,10.02,0.081,0.018
1,3.11,9.87,0.082,0.017
1,3.12,9.71,0.082,0.017
1,3.13,9.58,0.082,0.017
1,3.14,9.43,0.082,0.017
1,3.15,9.38,0.081,0.017
1,3.16,9.38,0.081,0.018
1,3.17,9.38,0.081,0.018
1,3.18,9.38,0.081,0.018
1,3.19,9.5,0.08,0.018
1,3.2,9.6,0.079,0.018
1,3.21,9.7,0.079,0.018
1,3.22,9.75,0.078,0.019
1,3.23,9.81,0.077,0.02
1,3.24,9.89,0.077,0.02
1,3.25,10.02,0.077,0.02
1,3.26,10.2,0.077,0.02
1,3.27,10.46,0.078,0.02
1,3.28,10.65,0.073,0.02
1,3.29,10.88,0.068,0.021
1,3.3,11.1,0.059,0.021
1,3.31,11.3,0.057,0.021
1,3.32,11.51,0.058,0.021
1,3.33,11.7,0.059,0.021
1,3.34,11.81,0.061,0.021
1,3.35,11.96,0.063,0.022
1,3.36,12.12,0.065,0.022
1,3.37,12.23,0.067,0.022
1,3.38,12.42,0.071,0.028
1,3.39,12.27,0.074,0.034
1,3.4,12.31,0.075,0.027
1,3.41,12.35,0.077,0.024
1,3.42,12.59,0.079,0.023
1,3.43,12.77,0.081,0.022
1,3.44,13.1,0.082,0.022
1,3.45,13.18,0.084,0.022
1,3.46,13.26,0.086,0.022
1,3.47,13.29,0.088,0.022
1,3.48,13.27,0.09,0.022
1,3.49,13.28,0.091,0.023
1,3.5,13.29,0.092,0.023
1,3.51,13.32,0.094,0.023
1,3.52,13.36,0.096,0.023
1,3.53,13.45,0.097,0.023
1,3.54,13.5,0.099,0.024
1,3.55,13.58,0.1,0.024
1,3.56,13.72,0.102,0.024
1,3.57,13.86,0.103,0.024
1,3.58,14.01,0.103,0.024
1,3.59,14.14,0.104,0.024
1,3.6,14.24,0.104,0.024
1,3.61,14.35,0.104,0.024
1,3.62,14.81,0.105,0.024
1,3.63,15.11,0.106,0.025
1,3.64,15.54,0.108,0.024
1,3.65,16.01,0.109,0.024
1,3.66,16.44,0.111,0.024
1,3.67,16.8,0.111,0.024
1,3.68,17.07,0.112,0.023
1,3.69,17.33,0.114,0.023
1,3.7,17.46,0.115,0.022
1,3.71,17.54,0.119,0.022
1,3.72,17.65,0.12,0.022
1,3.73,17.74,0.121,0.022
1,3.74,17.81,0.122,0.022
1,3.75,17.84,0.123,0.021
1,3.76,17.87,0.125,0.021
1,3.77,17.92,0.126,0.021
1,3.78,18,0.126,0.02
1,3.79,18.04,0.126,0.02
1,3.8,18.13,0.126,0.02
1,3.81,18.19,0.126,0.019
1,3.82,18.2,0.126,0.019
1,3.83,18.23,0.126,0.019
1,3.84,18.25,0.126,0.019
1,3.85,18.18,0.127,0.02
1,3.86,18.08,0.128,0.019
1,3.87,17.92,0.128,0.018
1,3.88,17.78,0.128,0.018
1,3.89,17.64,0.128,0.018
1,3.9,17.45,0.128,0.017
1,3.91,17.1,0.127,0.016
1,3.92,16.98,0.126,0.016
1,3.93,16.92,0.125,0.016
1,3.94,16.81,0.122,0.016
1,3.95,16.75,0.12,0.015
1,3.96,16.69,0.119,0.015
1,3.97,16.69,0.119,0.014
1,3.98,16.69,0.118,0.014
1,3.99,16.71,0.118,0.014
1,4,16.61,0.118,0.014
1,4.01,16.5,0.118,0.014
1,4.02,16.34,0.117,0.015
1,4.03,16.2,0.117,0.014
1,4.04,16.2,0.117,0.014
1,4.05,16.2,0.118,0.014
1,4.06,16.2,0.119,0.013
1,4.07,16.2,0.12,0.013
1,4.08,16.16,0.12,0.013
1,4.09,16.15,0.12,0.013
1,4.1,16.16,0.12,0.013
1,4.11,16.16,0.121,0.013
1,4.12,16.18,0.122,0.014
1,4.13,16.25,0.125,0.014
1,4.14,16.21,0.125,0.014
1,4.15,16.14,0.126,0.014
1,4.16,16.13,0.131,0.014
1,4.17,16.13,0.134,0.014
1,4.18,16.13,0.135,0.014
1,4.19,16.14,0.136,0.014
1,4.2,16.18,0.136,0.015
1,4.21,16.19,0.136,0.015
1,4.22,16.23,0.136,0.014
1,4.23,16.28,0.135,0.014
1,4.24,16.32,0.135,0.014
1,4.25,16.42,0.135,0.014
1,4.26,16.47,0.135,0.014
1,4.27,16.58,0.137,0.014
1,4.28,16.73,0.138,0.014
1,4.29,16.89,0.141,0.014
1,4.3,16.95,0.133,0.014
1,4.31,16.97,0.126,0.014
1,4.32,17,0.108,0.013
1,4.33,17.03,0.108,0.013
1,4.34,17.07,0.108,0.013
1,4.35,17.13,0.112,0.013
1,4.36,17.21,0.117,0.013
1,4.37,17.28,0.117,0.013
1,4.38,17.4,0.118,0.013
1,4.39,17.46,0.118,0.016
1,4.4,17.56,0.118,0.02
1,4.41,17.46,0.119,0.028
1,4.42,17.49,0.119,0.018
1,4.43,17.52,0.119,0.014
1,4.44,17.57,0.119,0.01
1,4.45,17.65,0.119,0.01
1,4.46,17.73,0.119,0.01
1,4.47,17.82,0.119,0.01
1,4.48,17.93,0.12,0.011
1,4.49,18.03,0.12,0.011
1,4.5,18.3,0.123,0.011
1,4.51,18.48,0.124,0.011
1,4.52,18.62,0.124,0.011
1,4.53,18.72,0.125,0.011
1,4.54,18.76,0.125,0.011
1,4.55,18.87,0.125,0.011
1,4.56,18.81,0.125,0.011
1,4.57,18.88,0.128,0.012
1,4.58,18.97,0.129,0.012
1,4.59,19.01,0.131,0.012
1,4.6,19.1,0.131,0.013
1,4.61,19.2,0.132,0.013
1,4.62,19.3,0.134,0.013
1,4.63,19.35,0.135,0.013
1,4.64,19.37,0.136,0.013
1,4.65,19.42,0.137,0.014
1,4.66,19.44,0.139,0.014
1,4.67,19.44,0.144,0.014
1,4.68,19.45,0.148,0.014
1,4.69,19.45,0.148,0.014
1,4.7,19.5,0.15,0.014
1,4.71,19.51,0.152,0.015
1,4.72,19.54,0.153,0.015
1,4.73,19.57,0.155,0.015
1,4.74,19.6,0.157,0.015
1,4.75,19.57,0.159,0.013
1,4.76,19.61,0.159,0.014
1,4.77,19.66,0.159,0.013
1,4.78,19.72,0.16,0.012
1,4.79,19.75,0.159,0.012
1,4.8,19.76,0.159,0.012
1,4.81,19.73,0.159,0.012
1,4.82,19.72,0.158,0.011
1,4.83,19.66,0.158,0.01
1,4.84,19.64,0.158,0.01
1,4.85,19.65,0.158,0.009
1,4.86,19.64,0.158,0.009
1,4.87,19.63,0.158,0.009
1,4.88,19.58,0.159,0.009
1,4.89,19.59,0.159,0.008
1,4.9,19.56,0.159,0.009
1,4.91,19.5,0.158,0.008
1,4.92,19.44,0.158,0.008
1,4.93,19.33,0.158,0.008
1,4.94,19.19,0.158,0.008
1,4.95,18.96,0.158,0.007
1,4.96,18.69,0.158,0.007
1,4.97,18.54,0.158,0.007
1,4.98,18.45,0.157,0.006
1,4.99,18.33,0.156,0.006
1,5,18.29,0.154,0.006
1,5.01,18.27,0.15,0.006
1,5.02,18.27,0.149,0.006
1,5.03,18.27,0.149,0.007
1,5.04,18.28,0.149,0.007
1,5.05,18.33,0.148,0.007
1,5.06,18.45,0.148,0.007
1,5.07,18.68,0.148,0.007
1,5.08,18.77,0.148,0.007
1,5.09,18.82,0.148,0.007
1,5.1,18.85,0.148,0.008
1,5.11,18.89,0.148,0.008
1,5.12,18.98,0.15,0.008
1,5.13,19.09,0.151,0.007
1,5.14,19.14,0.151,0.007
1,5.15,19.21,0.152,0.007
1,5.16,19.31,0.152,0.007
1,5.17,19.35,0.152,0.007
1,5.18,19.35,0.152,0.007
1,5.19,19.31,0.153,0.007
1,5.2,19.3,0.152,0.006
1,5.21,19.24,0.152,0.006
1,5.22,19.11,0.152,0.006
1,5.23,19.04,0.151,0.006
1,5.24,19.01,0.15,0.006
1,5.25,19.01,0.149,0.006
1,5.26,19.01,0.148,0.007
1,5.27,19.02,0.148,0.007
1,5.28,19.04,0.146,0.006
1,5.29,19.11,0.145,0.006
1,5.3,19.2,0.143,0.006
1,5.31,19.26,0.142,0.006
1,5.32,19.27,0.142,0.007
1,5.33,19.22,0.141,0.007
1,5.34,19.19,0.139,0.007
1,5.35,19.13,0.136,0.008
1,5.36,19.01,0.13,0.007
1,5.37,18.94,0.128,0.008
1,5.38,18.7,0.128,0.008
1,5.39,18.6,0.128,0.008
1,5.4,18.5,0.129,0.008
1,5.41,18.18,0.13,0.022
1,5.42,18.15,0.131,0.014
1,5.43,18.16,0.132,0.01
1,5.44,18.16,0.133,0.009
1,5.45,18.18,0.134,0.008
1,5.46,18.22,0.134,0.008
1,5.47,18.26,0.134,0.009
1,5.48,18.27,0.136,0.009
1,5.49,18.27,0.138,0.009
1,5.5,18.28,0.138,0.009
1,5.51,18.3,0.138,0.009
1,5.52,18.26,0.139,0.009
1,5.53,18.17,0.139,0.009
1,5.54,18.17,0.139,0.009
1,5.55,18.11,0.14,0.009
1,5.56,18.06,0.14,0.009
1,5.57,18.05,0.14,0.009
1,5.58,18.04,0.14,0.008
1,5.59,18.04,0.139,0.008
1,5.6,18.04,0.135,0.008
1,5.61,17.99,0.133,0.008
1,5.62,17.92,0.131,0.008
1,5.63,17.83,0.129,0.008
1,5.64,17.78,0.127,0.008
1,5.65,17.75,0.126,0.008
1,5.66,17.74,0.125,0.008
1,5.67,17.74,0.123,0.008
1,5.68,17.75,0.122,0.008
1,5.69,17.76,0.12,0.008
1,5.7,17.79,0.118,0.008
1,5.71,17.83,0.114,0.009
1,5.72,17.84,0.11,0.009
1,5.73,17.83,0.108,0.009
1,5.74,17.84,0.107,0.009
1,5.75,17.84,0.106,0.009
1,5.76,17.84,0.105,0.01
1,5.77,17.88,0.104,0.01
1,5.78,17.92,0.102,0.01
1,5.79,17.96,0.101,0.01
1,5.8,17.91,0.101,0.01
1,5.81,17.81,0.101,0.01
1,5.82,17.75,0.102,0.01
1,5.83,17.61,0.102,0.012
1,5.84,17.45,0.103,0.011
1,5.85,17.3,0.104,0.012
1,5.86,17.11,0.109,0.013
1,5.87,16.87,0.111,0.013
1,5.88,16.57,0.113,0.013
1,5.89,16.3,0.115,0.014
1,5.9,16.03,0.115,0.013
1,5.91,15.48,0.115,0.014
1,5.92,15.21,0.115,0.014
1,5.93,14.91,0.114,0.014
1,5.94,14.66,0.114,0.015
1,5.95,14.4,0.113,0.016
1,5.96,14.24,0.113,0.015
1,5.97,14.16,0.113,0.016
1,5.98,14.12,0.113,0.016
1,5.99,14.11,0.113,0.016
1,6,14.13,0.113,0.017
1,6.01,14.15,0.112,0.017
1,6.02,14.19,0.111,0.017
1,6.03,14.22,0.11,0.017
1,6.04,14.26,0.11,0.017
1,6.05,14.27,0.11,0.017
1,6.06,14.18,0.11,0.017
1,6.07,14.14,0.11,0.017
1,6.08,14.08,0.11,0.017
1,6.09,14.08,0.11,0.017
1,6.1,14.05,0.11,0.018
1,6.11,14.02,0.11,0.018
1,6.12,13.97,0.11,0.018
1,6.13,13.93,0.11,0.018
1,6.14,13.85,0.111,0.018
1,6.15,13.75,0.111,0.018
1,6.16,13.62,0.111,0.018
1,6.17,13.49,0.111,0.019
1,6.18,13.39,0.111,0.019
1,6.19,13.25,0.111,0.018
1,6.2,13.14,0.111,0.018
1,6.21,12.86,0.111,0.018
1,6.22,12.81,0.111,0.018
1,6.23,12.81,0.11,0.018
1,6.24,12.75,0.108,0.018
1,6.25,12.7,0.108,0.018
1,6.26,12.61,0.108,0.018
1,6.27,12.52,0.108,0.019
1,6.28,12.44,0.108,0.019
1,6.29,12.43,0.108,0.019
1,6.3,12.43,0.102,0.019
1,6.31,12.44,0.095,0.019
1,6.32,12.48,0.082,0.019
1,6.33,12.63,0.08,0.019
1,6.34,12.76,0.081,0.019
1,6.35,12.86,0.083,0.02
1,6.36,12.94,0.086,0.019
1,6.37,12.95,0.085,0.02
1,6.38,13.04,0.087,0.02
1,6.39,13.26,0.09,0.019
1,6.4,13.37,0.091,0.02
1,6.41,13.39,0.093,0.019
1,6.42,13.41,0.094,0.018
1,6.43,13.69,0.094,0.018
1,6.44,13.95,0.094,0.018
1,6.45,14.13,0.094,0.018
1,6.46,14.25,0.095,0.02
1,6.47,14.31,0.096,0.019
1,6.48,14.38,0.097,0.02
1,6.49,14.37,0.099,0.02
1,6.5,14.33,0.1,0.02
1,6.51,14.25,0.101,0.02
1,6.52,14.19,0.102,0.02
1,6.53,14.08,0.102,0.02
1,6.54,13.93,0.102,0.02
1,6.55,13.72,0.102,0.02
1,6.56,13.59,0.101,0.02
1,6.57,13.44,0.101,0.02
1,6.58,13.21,0.1,0.02
1,6.59,13.11,0.097,0.02
1,6.6,12.99,0.095,0.02
1,6.61,12.92,0.093,0.02
1,6.62,12.83,0.091,0.02
1,6.63,12.74,0.09,0.02
1,6.64,12.69,0.089,0.02
1,6.65,12.6,0.088,0.021
1,6.66,12.46,0.087,0.02
1,6.67,12.27,0.087,0.02
1,6.68,12.12,0.086,0.02
1,6.69,11.93,0.085,0.02
1,6.7,11.74,0.083,0.02
1,6.71,11.57,0.083,0.02
1,6.72,11.49,0.082,0.021
1,6.73,11.38,0.081,0.021
1,6.74,11.3,0.08,0.021
1,6.75,11.24,0.08,0.021
1,6.76,11.16,0.08,0.021
1,6.77,11.09,0.08,0.021
1,6.78,11.05,0.08,0.021
1,6.79,11,0.08,0.022
1,6.8,10.9,0.08,0.021
1,6.81,10.85,0.08,0.021
1,6.82,10.85,0.079,0.02
1,6.83,10.61,0.079,0.02
1,6.84,10.57,0.078,0.02
1,6.85,10.55,0.077,0.02
1,6.86,10.56,0.075,0.02
1,6.87,10.57,0.075,0.021
1,6.88,10.65,0.075,0.021
1,6.89,10.86,0.074,0.021
1,6.9,11.05,0.073,0.021
1,6.91,11.23,0.073,0.021
1,6.92,11.38,0.072,0.021
1,6.93,11.53,0.071,0.021
1,6.94,11.58,0.071,0.022
1,6.95,11.55,0.071,0.022
1,6.96,11.54,0.071,0.022
1,6.97,11.53,0.071,0.022
1,6.98,11.55,0.072,0.022
1,6.99,11.52,0.074,0.022
1,7,11.51,0.074,0.022
1,7.01,11.41,0.074,0.022
1,7.02,11.31,0.074,0.022
1,7.03,11.18,0.074,0.022
1,7.04,11.05,0.074,0.022
1,7.05,10.98,0.073,0.023
1,7.06,10.9,0.073,0.023
1,7.07,10.79,0.072,0.022
1,7.08,10.74,0.071,0.022
1,7.09,10.68,0.07,0.022
1,7.1,10.68,0.069,0.022
1,7.11,10.69,0.069,0.023
1,7.12,10.7,0.069,0.023
1,7.13,10.75,0.069,0.023
1,7.14,10.94,0.069,0.023
1,7.15,11.27,0.07,0.023
1,7.16,11.75,0.07,0.024
1,7.17,12.34,0.072,0.024
1,7.18,12.97,0.073,0.025
1,7.19,13.52,0.077,0.025
1,7.2,13.95,0.08,0.026
1,7.21,14.28,0.084,0.026
1,7.22,14.46,0.091,0.026
1,7.23,14.61,0.1,0.026
1,7.24,14.74,0.104,0.027
1,7.25,14.84,0.109,0.027
1,7.26,14.86,0.112,0.027
1,7.27,14.87,0.114,0.027
1,7.28,14.85,0.117,0.027
1,7.29,14.84,0.12,0.027
1,7.3,14.78,0.123,0.027
1,7.31,14.7,0.125,0.027
1,7.32,14.58,0.127,0.027
1,7.33,14.39,0.128,0.027
1,7.34,14.22,0.129,0.027
1,7.35,13.95,0.129,0.026
1,7.36,13.69,0.129,0.027
1,7.37,13.45,0.129,0.026
1,7.38,13.17,0.128,0.026
1,7.39,12.95,0.127,0.026
1,7.4,12.7,0.125,0.026
1,7.41,12.49,0.124,0.026
1,7.42,12.3,0.123,0.026
1,7.43,12.12,0.12,0.026
1,7.44,11.95,0.112,0.026
1,7.45,11.77,0.088,0.027
1,7.46,11.43,0.086,0.027
1,7.47,11.43,0.086,0.027
1,7.48,11.38,0.086,0.027
1,7.49,11.36,0.085,0.027
1,7.5,11.37,0.082,0.027
1,7.51,11.39,0.08,0.027
1,7.52,11.43,0.078,0.027
1,7.53,11.62,0.077,0.027
1,7.54,12.1,0.077,0.028
1,7.55,12.66,0.077,0.028
1,7.56,13.19,0.077,0.029
1,7.57,13.67,0.079,0.029
1,7.58,14.15,0.081,0.029
1,7.59,14.56,0.083,0.03
1,7.6,14.87,0.085,0.03
1,7.61,15.4,0.088,0.031
1,7.62,15.63,0.09,0.031
1,7.63,15.75,0.092,0.031
1,7.64,15.93,0.095,0.031
1,7.65,16.12,0.097,0.031
1,7.66,16.21,0.099,0.031
1,7.67,16.19,0.1,0.031
1,7.68,16.17,0.101,0.032
1,7.69,16.08,0.101,0.032
1,7.7,16.03,0.101,0.032
1,7.71,15.91,0.103,0.033
1,7.72,15.7,0.104,0.033
1,7.73,15.49,0.105,0.034
1,7.74,15.3,0.106,0.034
1,7.75,15.09,0.106,0.034
1,7.76,14.52,0.107,0.034
1,7.77,14.17,0.107,0.034
1,7.78,13.76,0.107,0.034
1,7.79,13.36,0.106,0.034
1,7.8,12.97,0.105,0.034
1,7.81,12.67,0.103,0.034
1,7.82,12.35,0.101,0.035
1,7.83,12.08,0.099,0.035
1,7.84,11.86,0.097,0.035
1,7.85,11.66,0.097,0.035
1,7.86,11.61,0.096,0.035
1,7.87,11.61,0.096,0.036
1,7.88,11.61,0.096,0.036
1,7.89,11.64,0.096,0.036
1,7.9,11.85,0.096,0.036
