FID,CPT,predrill (m),L (m),Depth of Test (m),GWT (m),PGA (g),Lat,Long,CH_EW_RMSE,CH_NS_RMSE,CH_APL_mod (m),Rrup,CH_APL,Elevation (m),Slope_5m (%),River_Dir (deg)
1836,4681,0,164.4220771,20,2.16171,0.45,-43.502871,172.69807,-0.261929,0.280458,0.383749255,4.13553049,0.383749255,2.2513,0.70938,262.83663
1886,4682,0,366.2499909,20.1,1.92887,0.46,-43.504387,172.699762,-0.304276,-0.105336,0.321993101,3.926397873,0.321993101,2.20651,0.30302,342.11713
673,4683,0,284.4815592,20,1.45985,0.45,-43.513883,172.678282,-0.453775,-0.097087,0.464044864,3.915797739,0.464044864,2.16315,0.08592,342.24189
2160,4697,0,315.6874933,20,2.3644,0.49,-43.508235,172.709031,-0.11247,-0.01926,0.11410718,3.175133567,0.11410718,2.59291,0.30351,110.05528
1261,4700,0,363.0572258,20,2.12574,0.44,-43.504426,172.687887,-0.150285,-0.167402,0.224964466,4.383786565,0.224964466,2.31961,0.06238,29.27821
1592,4703,0,539.9981657,20,1.33854,0.45,-43.50712,172.691412,-0.171097,-0.095193,0.195795533,3.986866218,0.195795533,1.94598,0.14547,33.58107
1935,4705,0,194.2782405,20,1.93707,0.46,-43.502904,172.701527,-0.363008,-0.126493,0.384415514,3.972505561,0.384415514,2.14466,0.36272,5.50108
1885,4707,0,583.5615148,20,5.44253,0.47,-43.506446,172.699735,-0.038033,-0.153063,0.157717441,3.730789638,0.157717441,6.10104,0.57213,16.76528
2367,4786,0,306.6316818,20.4,2.30184,0.47,-43.501969,172.711307,-0.287466,-0.144144,0.321580774,3.685508317,0.321580774,3.43915,0.25242,342.14578
2783,4792,0.38,380.3704731,20,2.24877,0.49,-43.503773,172.717673,0.216644,-0.362284,0.422118845,3.245012824,0.422118845,2.9906,1.38578,218.36817
439,4798,0,309.7023137,20,2.01835,0.44,-43.512747,172.672892,-0.050082,-0.097207,0.109349932,4.21099833,0.109349932,2.6055,0.27557,200.81129
1183,4799,0,357.6381018,19.9,2.09066,0.45,-43.507694,172.687205,0.125506,-0.111785,0.168070349,4.12339746,0.168070349,1.91246,0.41544,220.81116
2337,4800,0,575.2369395,20.1,2.79639,0.5,-43.51146,172.710737,-0.015134,-0.030583,0.034122688,2.819399196,0.034122688,2.12929,0.54845,265.73759
2546,4807,0,299.2113589,20,1.79735,0.48,-43.503637,172.714173,0.087753,-0.294359,0.307160886,3.418291336,0.307160886,2.65938,0.45278,23.88087
2627,4808,0,472.2806405,17.9,1.73614,0.48,-43.502247,172.715194,-0.041999,-0.645814,0.647178212,3.488397958,0.647178212,2.8223,0.3983,208.21532
895,4924,0,221.2848243,20,1.53036,0.48,-43.518633,172.683574,-0.237504,-0.033848,0.239903808,3.262889652,0.239903808,2.51367,0.15378,198.07592
904,4958,0,223.0555194,20,1.5169,0.48,-43.518617,172.683611,-0.251664,-0.010366,0.251877396,3.262444183,0.251877396,2.50603,0.15378,298.13693
2301,4968,0,290.386676,20.2,2.18081,0.49,-43.508466,172.710263,-0.016059,0.023395,0.028376355,3.105051801,0.028376355,2.24903,0.37498,297.35491
2093,4969,0,423.9400571,20.1,3.21303,0.49,-43.508776,172.707704,-0.015034,-0.052037,0.054165215,3.183039259,0.054165215,3.57746,0.45863,25.73941
1503,4974,0,549.0179626,20,1.23188,0.45,-43.507052,172.690204,-0.18484,-0.126812,0.224158669,4.046696544,0.224158669,1.7289,0.47734,35.42349
1117,4975,0.28,303.0822317,20,2.27848,0.45,-43.507844,172.686543,0.036701,-0.1442,0.148797189,4.130353683,0.148797189,2.17368,0.17277,12.97016
1207,4987,0,510.9417467,20.1,2.56997,0.41,-43.495651,172.687456,0.043358,-0.271154,0.274598631,5.212988854,0.274598631,3.81019,0.09828,265.70633
1486,4988,0.3,469.5551325,20,2.45966,0.42,-43.496377,172.689984,-0.041798,-0.163939,0.169183535,5.048329099,0.169183535,3.83245,0.21396,183.25965
1469,4989,0.3,472.0970514,20,2.42852,0.42,-43.496303,172.689764,-0.019946,-0.17523,0.176361549,5.063540711,0.176361549,3.84259,0.42423,198.39643
1502,4990,0.28,453.9740752,20,2.49515,0.42,-43.496597,172.690244,-0.055946,-0.217003,0.224098766,5.017542051,0.224098766,3.73959,0.17531,196.03235
676,4994,0,227.1337872,20,1.62218,0.46,-43.515303,172.678325,-0.470895,0.063866,0.475206236,3.774783461,0.475206236,2.21811,0.38118,201.89487
459,4995,0.28,133.6722836,20.1,2.35289,0.45,-43.5157,172.673678,-0.088923,-0.103963,0.13680499,3.902455584,0.13680499,2.76264,0.51112,109.56359
432,4996,0,212.1349165,20,2.3208,0.44,-43.513644,172.672517,-0.084585,-0.182023,0.200716205,4.140257436,0.200716205,2.76934,0.35387,237.458
573,4997,0,441.1000726,20,1.59762,0.45,-43.513205,172.675955,-0.09791,-0.12403,0.158018382,4.057932132,0.158018382,2.29201,0.59692,220.65466
1829,5001,0,264.6490701,20,1.81742,0.46,-43.503868,172.697854,-0.26417,0.183871,0.321860736,4.044423551,0.321860736,1.99509,0.26594,229.02306
2803,5019,0,336.1940973,20,2.2629,0.49,-43.504329,172.718135,0.348687,-0.458036,0.575655801,3.176327815,0.575655801,2.95981,0.75481,342.18221
2345,5022,0,300.8389221,19.9,2.29651,0.47,-43.501826,172.710946,-0.370414,-0.073385,0.377613413,3.710866937,0.377613413,3.51991,0.28962,201.35628
1412,5057,0,455.5669551,19.2,1.85042,0.47,-43.511801,172.689166,-0.047539,-0.222821,0.227835806,3.657530474,0.227835806,2.37166,0.3852,224.84546
1210,5058,0,354.1303576,20,1.71069,0.47,-43.51357,172.687377,0.050858,-0.22222,0.22796549,3.551041402,0.22796549,2.14327,0.26454,274.27792
1297,5059,0,379.5123584,20,2.10405,0.47,-43.512447,172.688061,0.020456,-0.257758,0.258568433,3.632801588,0.258568433,2.6969,0.59576,283.2461
1237,5060,0,346.793723,20,2.1191,0.47,-43.512478,172.687637,-0.016436,-0.296294,0.296749518,3.644856932,0.296749518,2.48561,0.4035,282.42843
1200,5061,0,366.7824451,19.9,2.13369,0.47,-43.514246,172.687291,0.026791,-0.233677,0.235207776,3.491032202,0.235207776,2.49283,0.30998,282.40091
1091,5062,0,244.2290871,19.9,2.13121,0.46,-43.512998,172.686167,-0.043013,-0.240119,0.243941084,3.650245269,0.243941084,2.41752,0.21976,285.36578
2742,5072,0,454.7904875,20,2.20605,0.49,-43.502919,172.717182,0.05687,-0.417445,0.421300991,3.3412297,0.421300991,2.95827,1.44995,283.25099
2609,5073,0,254.2781042,20,1.73485,0.49,-43.504225,172.714847,0.173074,-0.305635,0.351236904,3.336836462,0.351236904,2.34508,0.81196,199.91917
2705,5074,0,356.5600292,20,2.12313,0.49,-43.503642,172.716278,0.058784,-0.587662,0.590594772,3.318851375,0.590594772,3.07879,0.67848,198.76031
586,5079,0,503.3619645,19.9,1.46976,0.44,-43.509429,172.676129,0.038053,-0.008982,0.039098685,4.401665293,0.039098685,2.46133,0.94627,193.30969
523,5081,0,581.0522668,20.1,1.71834,0.44,-43.509913,172.675265,0.06927,-0.037946,0.078982478,4.400480795,0.078982478,2.77678,0.22163,82.74156
2792,5103,0,233.4080024,20,1.77592,0.49,-43.505235,172.717825,0.380259,-0.74851,0.839561866,3.112271869,0.839561866,2.18388,0.09668,78.31935
514,5109,0,440.5871572,18,1.86199,0.44,-43.51257,172.675111,-0.027385,-0.151919,0.154367486,4.148489425,0.154367486,2.83884,0.70693,201.26512
1205,5111,0,366.421624,19.9,2.61042,0.42,-43.496954,172.687431,0.065155,-0.133526,0.148574448,5.090067321,0.148574448,3.7804,0.40591,222.85919
694,5112,0,203.6533986,19.9,1.64584,0.46,-43.515194,172.678687,-0.504888,0.064782,0.509027111,3.773910099,0.509027111,2.26607,0.35025,184.31761
714,5113,0.2,182.9775363,19.9,1.77488,0.46,-43.514138,172.679491,-0.489789,-0.029226,0.490660192,3.836628984,0.490660192,2.4321,0.16985,109.64756
1472,5114,2.55,151.7202762,19.9,2.56216,0.43,-43.499541,172.689809,0.099044,-0.334561,0.348913709,4.751873971,0.348913709,3.13756,1.05286,109.86998
1356,5116,0,80.52209801,19.9,2.93017,0.43,-43.49974,172.688587,0.104367,-0.248388,0.269423587,4.781693745,0.269423587,3.0684,1.22684,202.87885
1538,5118,0.2,370.8335579,20,2.79179,0.42,-43.497571,172.690619,-0.005747,-0.69203,0.692053863,4.909618843,0.692053863,3.68796,0.28119,207.09782
1548,5120,0,214.4085801,19.9,2.05885,0.43,-43.499262,172.690761,-0.037305,-0.568387,0.569609906,4.741850598,0.569609906,2.44087,0.26656,209.0176
423,5128,0,23.51335801,17.1,3.19521,0.45,-43.515777,172.672141,-0.220463,-0.320945,0.38937081,3.956694231,0.38937081,3.58361,1.83382,205.12798
2342,5135,0,228.79808,16.4,1.84815,0.47,-43.502621,172.710881,-0.273007,-0.172738,0.323065378,3.635166622,0.323065378,2.70202,0.19713,239.58886
2467,5136,0,507.1566014,18.5,1.80178,0.47,-43.500395,172.71259,0.020419,-0.536177,0.536565663,3.768214179,0.536565663,3.35977,0.89261,219.43667
2722,5143,0,275.0403019,17.1,2.06116,0.49,-43.504533,172.716756,0.137078,-0.778475,0.790451582,3.220895295,0.790451582,2.73256,2.05597,224.8967
1925,5157,0.2,213.3363833,19.9,1.90155,0.46,-43.502962,172.700774,-0.349488,-0.052781,0.353451123,4.001534536,0.353451123,2.17731,0.43134,200.81975
1499,5158,0,593.1976523,19.9,1.42658,0.45,-43.507495,172.690107,-0.229988,-0.106273,0.253354358,4.012166254,0.253354358,1.57888,0.24497,5.27512
1932,5159,0.2,368.6422759,20,2.17252,0.46,-43.504476,172.701225,-0.20628,-0.117024,0.237162508,3.849189181,0.237162508,2.54991,0.25844,265.79137
1903,5161,0.15,264.2962282,19.9,2.14432,0.46,-43.503425,172.7,-0.319125,0.005532,0.319172945,3.997253839,0.319172945,2.30635,0.52939,16.04272
1341,5162,0.2,448.9999561,20,2.13293,0.45,-43.508454,172.688473,0.088492,-0.113722,0.144095549,4.006444849,0.144095549,2.07602,0.06619,352.38664
1611,5163,0.2,592.6761796,19.9,1.41439,0.46,-43.507614,172.691648,-0.209391,-0.095162,0.230000863,3.932443048,0.230000863,2.15084,1.50453,260.75477
1489,5165,0,582.4513281,18.1,1.60557,0.45,-43.50759,172.689983,-0.192156,-0.108131,0.22049091,4.009539611,0.22049091,1.75109,0.48805,5.4619
1490,5166,0,575.9273389,20,1.72908,0.46,-43.508081,172.689981,-0.143278,-0.117007,0.184984387,3.966883819,0.184984387,1.76569,0.18362,265.77013
1670,5169,0.2,312.1560274,19.9,1.7696,0.45,-43.505141,172.692855,-0.274013,-0.048576,0.278285379,4.106271478,0.278285379,2.14664,0.80166,260.77615
1719,5178,0,106.1203712,16.3,1.99591,0.45,-43.503055,172.694889,-0.142295,0.371747,0.39804987,4.225656827,0.39804987,2.09499,0.25832,358.29931
1326,5180,0,434.510824,19.9,1.87333,0.44,-43.505552,172.688353,-0.083808,-0.265355,0.278275146,4.263021056,0.278275146,2.07342,0.38337,342.23329
1212,5181,0.4,374.0229556,19.9,1.94696,0.45,-43.506746,172.687431,0.079111,-0.093654,0.122595359,4.202281491,0.122595359,2.03847,0.28127,275.83978
1565,5182,0,430.5878639,16.3,1.36976,0.45,-43.506083,172.690972,-0.13073,-0.140048,0.191582294,4.099037181,0.191582294,1.72649,0.35389,274.47822
1624,5183,0,174.6790669,20,2.05432,0.45,-43.50385,172.691908,-0.055967,-0.078639,0.096521487,4.264276118,0.096521487,2.31328,0.0735,10.51469
1240,5189,0,335.8544749,20,2.01002,0.44,-43.504064,172.687726,-0.142131,-0.141741,0.200728006,4.423235084,0.200728006,2.05648,0.58877,5.58226
2667,5206,0,135.885728,20,1.49351,0.49,-43.505591,172.715728,0.003793,-0.443936,0.443952203,3.181432309,0.443952203,1.93794,0.66564,31.63281
2654,5207,0,269.0448859,20,1.59756,0.49,-43.504322,172.715558,0.142071,-0.584278,0.601302711,3.294733102,0.601302711,2.20653,0.1877,196.41361
2711,5208,0,383.862803,20,2.00311,0.49,-43.50341,172.716395,0.021572,-0.566234,0.566644769,3.333475329,0.566644769,2.83344,0.66459,211.16591
2754,5209,0,583.800104,20,3.7362,0.48,-43.501729,172.717321,0.183157,-0.122071,0.220108645,3.440829227,0.220108645,5.4298,1.93768,193.78722
2444,5212,0,561.6772238,19.3,1.86836,0.47,-43.499441,172.712217,-0.052961,-0.624538,0.626779531,3.868078858,0.626779531,3.50237,0.40494,196.49277
2353,5217,0.5,547.0964057,20,1.662,0.46,-43.498959,172.711095,-0.517924,-0.383592,0.644506084,3.961935506,0.644506084,3.40246,0.27204,222.21898
190,5218,0,360.0358271,18,2.9868,0.42,-43.5138,172.661415,0.193464,-0.180665,0.264703913,4.585251218,0.264703913,4.48535,0.45482,220.05903
1500,5220,0.1,578.6738166,17,1.76525,0.47,-43.51403,172.690082,-0.354018,-0.124524,0.375279857,3.411676609,0.375279857,2.8078,0.46879,127.36709
868,5222,0.1,243.255317,16.5,1.55384,0.48,-43.51912,172.683442,-0.190173,-0.070601,0.202855296,3.229073614,0.202855296,2.75721,0.32995,283.2215
1346,5223,0,415.9387229,19.9,1.71983,0.44,-43.505281,172.688502,-0.124173,-0.286034,0.311824282,4.280168292,0.311824282,1.91967,0.28533,310.62429
1295,5224,1.7,424.5135448,19.9,1.70004,0.45,-43.506575,172.688079,-0.002549,-0.080496,0.080536348,4.186328105,0.080536348,1.59081,0.42619,28.45769
1444,5225,1.7,509.4156944,19.9,1.33139,0.45,-43.506507,172.689448,-0.068848,-0.15896,0.173229122,4.128992642,0.173229122,1.64,0.4904,275.87632
1702,5226,0,208.1676304,19.9,1.7913,0.45,-43.504095,172.694297,-0.136521,0.264124,0.297320485,4.148139971,0.297320485,1.80459,0.46051,21.25109
1593,5227,0,573.6665673,19.9,1.30515,0.46,-43.507428,172.691463,-0.199952,-0.095227,0.221470052,3.95715908,0.221470052,1.82476,0.19025,349.65069
1686,5229,0,144.1146724,19.9,1.83598,0.45,-43.503586,172.693585,-0.115199,0.224709,0.252517216,4.223333505,0.252517216,1.8337,0.46304,5.45505
1881,5230,0,249.0140626,19.9,1.92002,0.46,-43.503312,172.699725,-0.348566,0.052572,0.352508257,4.019956281,0.352508257,1.90103,0.55311,355.57318
1831,5231,0.5,268.0019092,19.9,1.81554,0.46,-43.503893,172.697881,-0.271271,0.176113,0.323425021,4.041085869,0.323425021,1.98467,0.26594,352.48838
545,5246,0.25,412.0237762,19.9,1.84232,0.45,-43.513267,172.675549,-0.082094,-0.14293,0.164828425,4.06574106,0.164828425,2.7962,0.649,342.12131
520,5248,0,557.3253802,19.9,1.64689,0.44,-43.511211,172.675177,0.048689,-0.093296,0.105236697,4.279003883,0.105236697,2.57009,0.49187,227.006
927,5252,0,71.37774273,20,2.57663,0.42,-43.500143,172.68402,0.015754,-0.318713,0.319102123,4.940407171,0.319102123,2.95533,0.52855,219.18386
765,5253,0,388.1523425,19.9,2.53773,0.41,-43.498,172.681418,-0.117457,-0.195363,0.227953611,5.250246297,0.227953611,3.46658,0.07058,146.05397
769,5257,0.3,128.6619078,20.2,1.8575,0.48,-43.518877,172.681409,-0.180549,-0.189419,0.261682057,3.328312192,0.261682057,2.44149,1.31468,140.15985
1122,5263,0,260.0268265,18.1,2.03681,0.46,-43.509936,172.686591,0.198028,0.000078,0.198028015,3.925418461,0.198028015,2.00655,0.25226,345.75719
2238,5321,1.4,148.3016377,23,1.62758,0.47,-43.50294,172.709823,-0.534012,-0.251204,0.59014597,3.639417163,0.59014597,2.27485,0.87389,253.99223
2186,5322,1.5,29.62746097,26,1.36368,0.48,-43.505223,172.709367,-0.134338,0.168666,0.215626802,3.438642327,0.215626802,1.45494,0.73961,216.51851
1555,5328,0,503.8182676,20,1.38052,0.45,-43.506731,172.690805,-0.133156,-0.125447,0.182941166,4.048306134,0.182941166,1.92764,0.29425,40.07848
717,5335,0,216.6573269,20,1.7312,0.45,-43.513021,172.679572,-0.38983,-0.072775,0.396564786,3.928746966,0.396564786,2.38707,0.41155,10.50768
688,5338,0,224.9720624,20,1.54818,0.46,-43.515071,172.678468,-0.516747,0.038587,0.518185699,3.792937744,0.518185699,2.17475,0.06622,108.06334
2310,5342,0,460.167614,12.2,1.75084,0.46,-43.499558,172.710403,-0.554147,-0.261639,0.612808179,3.94344577,0.612808179,3.55818,1.34171,109.60173
2937,5343,0,28.86845279,19.9,1.31744,0.52,-43.509883,172.722588,-0.185787,-0.162879,0.247075652,2.50819285,0.247075652,1.56943,0.61082,220.0979
1155,5344,0,299.0049583,18.6,1.99832,0.47,-43.512948,172.68688,-0.009199,-0.208932,0.209134412,3.627996848,0.209134412,2.41434,0.15918,236.35069
1656,5381,0.1,247.0496433,20,1.93633,0.45,-43.504554,172.692642,-0.207844,-0.095943,0.228919609,4.16932904,0.228919609,2.25887,0.18045,283.28131
1553,5383,0.15,519.9098394,20,1.38652,0.45,-43.506871,172.690754,-0.147075,-0.119578,0.189551982,4.03809887,0.189551982,1.87279,0.16937,1.8952
1568,5388,0,490.4906756,20,1.47072,0.45,-43.506633,172.690991,-0.114613,-0.115495,0.162712122,4.048865136,0.162712122,1.98324,0.27161,10.63251
1849,5402,0,174.5738978,20,2.17366,0.45,-43.502843,172.698605,-0.180318,0.187283,0.259979813,4.113505494,0.259979813,2.31192,0.46739,9.01379
2413,5403,0.15,371.67809,20,1.96244,0.47,-43.501555,172.711883,-0.200291,-0.147039,0.248469218,3.703299591,0.248469218,3.29476,0.40726,342.08606
2983,5423,1.3,105.2783905,26.3,1.3706,0.53,-43.510995,172.726944,0.097177,0.061553,0.115031044,2.237264979,0.115031044,1.86235,0.26539,219.41447
413,5456,1.5,159.9919806,23.3,2.70354,0.44,-43.513812,172.671751,-0.133009,-0.221318,0.258211253,4.154416633,0.258211253,3.09632,0.41604,233.62811
718,5457,1.5,185.6680154,19.7,1.72192,0.46,-43.513913,172.679569,-0.513428,-0.053586,0.516216786,3.852111718,0.516216786,2.19407,0.38126,220.83344
1669,5476,0,211.3508213,19.9,2.0444,0.45,-43.504233,172.692841,-0.08311,-0.034375,0.089938383,4.191342104,0.089938383,2.33939,0.06566,108.03048
1810,5477,1.4,131.085995,19.9,1.97904,0.45,-43.502735,172.697297,-0.293555,0.490633,0.571747566,4.173899059,0.571747566,2.03392,0.26218,357.89513
534,5481,0.2,262.6244708,19.9,1.7543,0.45,-43.515552,172.675412,0.03425,-0.020706,0.040022505,3.850978051,0.040022505,2.31543,0.29141,342.10665
328,5482,0,246.8572124,19.9,3.28828,0.43,-43.51209,172.667157,0.146048,-0.091024,0.172091217,4.503294606,0.172091217,4.43143,0.31482,243.77119
2197,5495,0.7,538.221206,20,1.85847,0.45,-43.496317,172.709587,-0.501379,-0.420694,0.654495488,4.262195063,0.654495488,3.98051,0.56642,171.66705
2629,5496,0,511.6033321,20,1.81812,0.48,-43.501881,172.715236,-0.110091,-0.552892,0.563746035,3.518257923,0.563746035,2.96568,0.71674,257.07912
1051,5514,0,207.1621268,18.8,2.29739,0.46,-43.513213,172.685625,-0.064312,-0.255433,0.263404728,3.651276462,0.263404728,2.76335,0.52778,207.74583
1143,5528,0,276.1485296,18,2.07541,0.46,-43.509889,172.68678,0.178599,-0.022485,0.180008828,3.923385015,0.180008828,2.15737,0.18979,283.07346
1090,5529,0,223.1910165,18.2,2.06471,0.46,-43.510043,172.686159,0.208522,-0.005087,0.208584041,3.930351423,0.208584041,2.09118,0.4598,253.84905
1066,5530,0,205.4008213,19.9,2.16943,0.45,-43.510019,172.685921,0.154459,-0.023672,0.156262428,3.941155413,0.156262428,2.24203,0.39639,254.48516
1106,5531,0,229.9876295,16.2,2.06118,0.46,-43.510397,172.686331,0.176598,0.018315,0.177545185,3.890277603,0.177545185,2.12341,0.29828,253.78809
1093,5532,0,216.9459186,19,2.15358,0.46,-43.510849,172.686222,0.173016,-0.085125,0.19282324,3.850986327,0.19282324,2.28467,0.09322,263.39162
1071,5533,0,194.734521,18.1,2.16477,0.46,-43.510881,172.685948,0.153748,-0.089266,0.1777832,3.857914203,0.1777832,2.37154,0.13148,269.15192
1352,5534,0,425.7156488,16.2,1.9371,0.46,-43.509432,172.688525,-0.165668,-0.148387,0.222406358,3.909967139,0.222406358,1.85202,0.19346,269.23744
1477,5536,0,519.9380668,17.9,1.5543,0.46,-43.509813,172.689842,-0.267039,-0.071424,0.276425786,3.825221798,0.276425786,1.85422,0.46437,253.96963
2304,5543,0,129.2934422,20,1.87161,0.49,-43.506844,172.710336,-0.102732,0.109947,0.150473275,3.251379375,0.150473275,1.88623,0.47949,260.4416
1647,5547,0,189.8835135,20,1.96671,0.45,-43.504015,172.692283,-0.089689,-0.112681,0.144017792,4.233870035,0.144017792,2.30574,0.37762,29.35699
1462,5585,0,198.039558,20,2.18876,0.43,-43.498973,172.689683,0.045606,-0.318295,0.321545664,4.8106209,0.321545664,2.82857,0.44451,5.57805
1485,5586,0,462.4408984,20,2.47967,0.42,-43.496444,172.689983,-0.042112,-0.164279,0.169590714,5.041878374,0.169590714,3.82194,0.21117,209.02272
1249,5634,0,354.7186676,15.1,2.17208,0.47,-43.512334,172.687782,0.011851,-0.239449,0.23974209,3.653431731,0.23974209,2.64946,0.45458,198.68725
813,5661,0,279.1813218,20,3.21388,0.41,-43.498588,172.68259,-0.109334,-0.196704,0.225047522,5.144360654,0.225047522,4.21743,1.6896,282.36865
1675,5703,0,252.7009348,20,1.78481,0.45,-43.504597,172.693036,-0.121636,-0.06052,0.135860174,4.149629023,0.135860174,2.21044,0.14903,146.19794
1372,5704,0,452.9667435,20,1.68804,0.45,-43.505735,172.688737,-0.108205,-0.24597,0.268718371,4.229380783,0.268718371,1.93203,0.2129,355.46832
1862,5705,0,124.9641117,20,2.01969,0.45,-43.50229,172.698973,-0.259828,0.373143,0.45469362,4.143596211,0.45469362,2.23581,0.39516,23.28572
818,5725,0,274.768059,16.3,3.16819,0.41,-43.498556,172.682755,-0.091826,-0.19264,0.213406148,5.139796418,0.213406148,4.19958,1.6896,342.05674
1870,5743,0,230.1305677,20,2.14319,0.46,-43.503245,172.699139,-0.323843,0.081837,0.334023327,4.053558769,0.334023327,2.32451,0.14618,146.20654
142,5970,0,208.4577793,15,2.9633,0.44,-43.519087,172.659917,0.138044,-0.240722,0.277494553,4.142822958,0.277494553,4.2902,0.37648,342.18066
140,5972,0,279.746142,15,2.62694,0.44,-43.518285,172.659859,0.086273,-0.197712,0.215715242,4.219036891,0.215715242,4.06518,0.21186,133.41226
126,5973,0,274.8200438,15,2.77859,0.44,-43.518626,172.659387,0.126138,-0.180446,0.220162563,4.207151843,0.220162563,4.33469,0.56238,143.5791
655,6231,0,285.9869582,20,1.34259,0.46,-43.514807,172.677796,-0.321123,-0.035894,0.323122826,3.840450186,0.323122826,2.0625,0.35622,134.97436
596,6232,0,445.1975312,18.5,1.52534,0.45,-43.513442,172.676386,-0.120103,-0.113358,0.16515074,4.020339517,0.16515074,2.28219,0.17567,109.6289
723,6240,0.36,154.7097624,19.9,1.90523,0.46,-43.51446,172.679701,-0.475018,0.032892,0.47615542,3.799217566,0.47615542,2.3225,0.37752,110.03769
592,6241,0,482.1049308,15.9,1.96312,0.45,-43.512736,172.676242,-0.072823,-0.090051,0.115811795,4.094165043,0.115811795,2.87996,0.30565,109.92706
478,6243,0,158.1496584,20,2.08551,0.45,-43.515909,172.674211,-0.062855,-0.014934,0.064604763,3.862285718,0.064604763,2.44852,0.24846,108.13616
2441,6272,0,584.7157615,20.1,2.73674,0.51,-43.51194,172.712132,0.190708,-0.003345,0.190737333,2.720104534,0.190737333,2.13061,0.35936,241.25673
